"Nombre","CodigoInstitucion","Puntaje","Ano"
"MUNICIPALIDAD DE PEÑALOLÉN","MU212","100,00","2016"
"MUNICIPALIDAD DE LAGO VERDE","MU129","51,67","2016"
"MUNICIPALIDAD DE CONCÓN","MU063","64,61","2016"
"MUNICIPALIDAD DE PIRQUE","MU221","52,50","2016"
"MUNICIPALIDAD DE EL CARMEN","MU083","97,97","2016"
"MUNICIPALIDAD DE PROVIDENCIA","MU228","100,00","2016"
"MUNICIPALIDAD DE MELIPEUCO","MU172","52,50","2016"
"MUNICIPALIDAD DE GORBEA","MU099","100,00","2016"
"MUNICIPALIDAD DE CARAHUE","MU028","52,50","2016"
"MUNICIPALIDAD DE TALCAHUANO","MU313","97,97","2016"
"MUNICIPALIDAD DE TALTAL","MU314","86,70","2016"
"MUNICIPALIDAD DE HUALPÉN","MU105","93,22","2016"
"MUNICIPALIDAD DE PENCAHUE","MU209","95,92","2016"
"MUNICIPALIDAD DE LO PRADO","MU146","100,00","2016"
"MUNICIPALIDAD DE NUEVA IMPERIAL","MU184","100,00","2016"
"MUNICIPALIDAD DE HUARA","MU107","88,60","2016"
"MUNICIPALIDAD DE DOÑIHUE","MU081","97,97","2016"
"MUNICIPALIDAD DE MALLOA","MU164","97,97","2016"
"MUNICIPALIDAD DE LITUECHE","MU141","97,97","2016"
"MUNICIPALIDAD DE LLANQUIHUE","MU142","94,30","2016"
"MUNICIPALIDAD DE LLAY LLAY","MU143","97,97","2016"
"MUNICIPALIDAD DE LO ESPEJO","MU145","96,20","2016"
"MUNICIPALIDAD DE LOLOL","MU147","97,97","2016"
"MUNICIPALIDAD DE LO BARNECHEA","MU144","85,99","2016"
"MUNICIPALIDAD DE MELIPILLA","MU173","87,96","2016"
"MUNICIPALIDAD DE FUTALEUFÚ","MU095","65,92","2016"
"MUNICIPALIDAD DE LA CALERA","MU116","60,10","2016"
"MUNICIPALIDAD DE CANELA","MU026","22,52","2016"
"MUNICIPALIDAD DE LAJA","MU131","89,31","2016"
"MUNICIPALIDAD DE LOS MUERMOS","MU155","30,71","2016"
"MUNICIPALIDAD DE ÑIQUÉN","MU185","93,89","2016"
"MUNICIPALIDAD DE ÑUÑOA","MU186","95,92","2016"
"MUNICIPALIDAD DE O'HIGGINS","MU187","95,62","2016"
"MUNICIPALIDAD DE OLIVAR","MU188","97,81","2016"
"MUNICIPALIDAD DE OLLAGÜE","MU189","52,50","2016"
"MUNICIPALIDAD DE SAN FABIÁN","MU285","87,18","2016"
"MUNICIPALIDAD DE RINCONADA","MU269","40,97","2016"
"MUNICIPALIDAD DE SAN ANTONIO","MU280","100,00","2016"
"MUNICIPALIDAD DE SAN FELIPE","MU286","97,97","2016"
"MUNICIPALIDAD DE CALERA DE TANGO","MU022","97,97","2016"
"MUNICIPALIDAD DE CATEMU","MU032","100,00","2016"
"MUNICIPALIDAD DE SAN NICOLÁS","MU295","98,10","2016"
"MUNICIPALIDAD DE VILLA ALEGRE","MU337","92,40","2016"
"MUNICIPALIDAD DE SANTA CRUZ","MU305","94,30","2016"
"MUNICIPALIDAD DE SAN PEDRO DE ATACAMA","MU298","95,92","2016"
"MUNICIPALIDAD DE PELLUHUE","MU207","94,30","2016"
"MUNICIPALIDAD DE SAN PEDRO DE MELIPILLA","MU297","93,89","2016"
"MUNICIPALIDAD DE SANTA MARÍA","MU307","97,97","2016"
"MUNICIPALIDAD DE SANTIAGO","MU308","98,10","2016"
"MUNICIPALIDAD DE MAIPÚ","MU163","83,93","2016"
"MUNICIPALIDAD DE SAN JOAQUÍN","MU291","98,10","2016"
"MUNICIPALIDAD DE HUALAIHUÉ","MU103","97,97","2016"
"MUNICIPALIDAD DE HUALAÑÉ","MU104","94,30","2016"
"MUNICIPALIDAD DE COLLIPULLI","MU058","95,92","2016"
"MUNICIPALIDAD DE HUALQUI","MU106","94,30","2016"
"MUNICIPALIDAD DE SIERRA GORDA","MU310","97,97","2016"
"MUNICIPALIDAD DE JUAN FERNÁNDEZ","MU115","66,86","2016"
"MUNICIPALIDAD DE ALTO DEL CARMEN","MU004","96,20","2016"
"MUNICIPALIDAD DE ANDACOLLO","MU007","95,62","2016"
"MUNICIPALIDAD DE EL BOSQUE","MU082","94,30","2016"
"MUNICIPALIDAD DE CALLE LARGA","MU023","97,97","2016"
"MUNICIPALIDAD DE CURANILAHUE","MU075","95,92","2016"
"MUNICIPALIDAD DE RAUCO","MU262","100,00","2016"
"MUNICIPALIDAD DE REQUÍNOA","MU267","100,00","2016"
"MUNICIPALIDAD DE BULNES","MU015","97,97","2016"
"MUNICIPALIDAD DE SAN IGNACIO","MU289","86,57","2016"
"MUNICIPALIDAD DE COMBARBALÁ","MU060","95,92","2016"
"MUNICIPALIDAD DE COBQUECURA","MU048","92,40","2016"
"MUNICIPALIDAD DE FLORIDA","MU090","98,10","2016"
"MUNICIPALIDAD DE PAINE","MU197","88,60","2016"
"MUNICIPALIDAD DE CHOLCHOL","MU045","96,20","2016"
"MUNICIPALIDAD DE ILLAPEL","MU110","92,40","2016"
"MUNICIPALIDAD DE PALMILLA","MU199","100,00","2016"
"MUNICIPALIDAD DE SANTO DOMINGO","MU309","97,97","2016"
"MUNICIPALIDAD DE COCHRANE","MU050","95,92","2016"
"MUNICIPALIDAD DE LONCOCHE","MU148","98,10","2016"
"MUNICIPALIDAD DE RENGO","MU266","95,92","2016"
"MUNICIPALIDAD DE DIEGO DE ALMAGRO","MU080","19,35","2016"
"MUNICIPALIDAD DE PICHIDEGUA","MU218","92,40","2016"
"MUNICIPALIDAD DE LA CISTERNA","MU117","100,00","2016"
"MUNICIPALIDAD DE FREIRE","MU091","92,40","2016"
"MUNICIPALIDAD DE NANCAGUA","MU179","97,81","2016"
"MUNICIPALIDAD DE VILLARRICA","MU339","78,97","2016"
"MUNICIPALIDAD DE SAN JAVIER","MU290","100,00","2016"
"MUNICIPALIDAD DE FREIRINA","MU092","58,74","2016"
"MUNICIPALIDAD DE GUAITECAS","MU101","97,97","2016"
"MUNICIPALIDAD DE TIMAUKEL","MU320","100,00","2016"
"MUNICIPALIDAD DE EMPEDRADO","MU087","94,30","2016"
"MUNICIPALIDAD DE ALHUÉ","MU002","17,46","2016"
"MUNICIPALIDAD DE CAUQUENES","MU033","94,30","2016"
"MUNICIPALIDAD DE EL QUISCO","MU085","98,10","2016"
"MUNICIPALIDAD DE ALTO BÍOBÍO","MU003","7,56","2016"
"MUNICIPALIDAD DE LICANTÉN","MU138","97,97","2016"
"MUNICIPALIDAD DE PENCO","MU210","84,52","2016"
"MUNICIPALIDAD DE ARICA","MU012","97,97","2016"
"MUNICIPALIDAD DE PLACILLA","MU223","95,92","2016"
"MUNICIPALIDAD DE OLMUÉ","MU190","82,49","2016"
"MUNICIPALIDAD DE BUIN","MU014","95,92","2016"
"MUNICIPALIDAD DE PADRE HURTADO","MU193","93,89","2016"
"MUNICIPALIDAD DE OVALLE","MU192","97,81","2016"
"MUNICIPALIDAD DE PALENA","MU198","23,49","2016"
"MUNICIPALIDAD DE COYHAIQUE","MU070","98,10","2016"
"MUNICIPALIDAD DE PADRE LAS CASAS","MU194","95,92","2016"
"MUNICIPALIDAD DE CABRERO","MU018","97,97","2016"
"MUNICIPALIDAD DE ANTUCO","MU010","97,97","2016"
"MUNICIPALIDAD DE ISLA DE MAIPO","MU113","94,66","2016"
"MUNICIPALIDAD DE PEUMO","MU216","93,89","2016"
"MUNICIPALIDAD DE ARAUCO","MU011","94,30","2016"
"MUNICIPALIDAD DE LAGO RANCO","MU128","97,97","2016"
"MUNICIPALIDAD DE TOLTÉN","MU323","52,50","2016"
"MUNICIPALIDAD DE PICA","MU217","97,97","2016"
"MUNICIPALIDAD DE TRAIGUÉN","MU327","90,84","2016"
"MUNICIPALIDAD DE TREHUACO","MU328","95,92","2016"
"MUNICIPALIDAD DE LA CRUZ","MU118","100,00","2016"
"MUNICIPALIDAD DE HUECHURABA","MU109","92,40","2016"
"MUNICIPALIDAD DE GENERAL LAGOS","MU098","52,50","2016"
"MUNICIPALIDAD DE PETORCA","MU215","94,66","2016"
"MUNICIPALIDAD DE INDEPENDENCIA","MU111","90,37","2016"
"MUNICIPALIDAD DE CAMARONES","MU024","96,20","2016"
"MUNICIPALIDAD DE RECOLETA","MU263","100,00","2016"
"MUNICIPALIDAD DE ISLA DE PASCUA","MU114","100,00","2016"
"MUNICIPALIDAD DE GRANEROS","MU100","94,30","2016"
"MUNICIPALIDAD DE PICHILEMU","MU219","81,95","2016"
"MUNICIPALIDAD DE IQUIQUE","MU112","52,50","2016"
"MUNICIPALIDAD DE MOLINA","MU174","93,89","2016"
"MUNICIPALIDAD DE FUTRONO","MU096","52,50","2016"
"MUNICIPALIDAD DE PINTO","MU220","69,99","2016"
"MUNICIPALIDAD DE SAN FERNANDO","MU287","100,00","2016"
"MUNICIPALIDAD DE LA ESTRELLA","MU119","90,50","2016"
"MUNICIPALIDAD DE HUASCO","MU108","100,00","2016"
"MUNICIPALIDAD DE MARCHIGUE","MU165","97,97","2016"
"MUNICIPALIDAD DE CERRILLOS","MU034","94,30","2016"
"MUNICIPALIDAD DE SAN GREGORIO","MU288","100,00","2016"
"MUNICIPALIDAD DE SAN JOSÉ DE MAIPO","MU292","100,00","2016"
"MUNICIPALIDAD DE RIO BUENO","MU270","90,50","2016"
"MUNICIPALIDAD DE CASTRO","MU031","97,97","2016"
"MUNICIPALIDAD DE CHAITÉN","MU036","96,20","2016"
"MUNICIPALIDAD DE CHANCO","MU037","97,97","2016"
"MUNICIPALIDAD DE CONSTITUCIÓN","MU064","92,64","2016"
"MUNICIPALIDAD DE RÍO CLARO","MU271","100,00","2016"
"MUNICIPALIDAD DE PUERTO MONTT","MU233","92,88","2016"
"MUNICIPALIDAD DE EL MONTE","MU084","86,29","2016"
"MUNICIPALIDAD DE RÍO HURTADO","MU272","92,40","2016"
"MUNICIPALIDAD DE RÍO IBÁÑEZ","MU273","95,92","2016"
"MUNICIPALIDAD DE SANTA BÁRBARA","MU304","35,03","2016"
"MUNICIPALIDAD DE SAN RAFAEL","MU300","98,10","2016"
"MUNICIPALIDAD DE MARIQUINA","MU168","100,00","2016"
"MUNICIPALIDAD DE CAMIÑA","MU025","77,78","2016"
"MUNICIPALIDAD DE PORVENIR","MU225","97,97","2016"
"MUNICIPALIDAD DE PRIMAVERA","MU227","100,00","2016"
"MUNICIPALIDAD DE MAULE","MU169","90,50","2016"
"MUNICIPALIDAD DE MARÍA PINTO","MU167","68,13","2016"
"MUNICIPALIDAD DE PURRANQUE","MU242","97,97","2016"
"MUNICIPALIDAD DE SAN CLEMENTE","MU283","95,25","2016"
"MUNICIPALIDAD DE PEDRO AGUIRRE CERDA","MU205","96,20","2016"
"MUNICIPALIDAD DE PUDAHUEL","MU231","98,10","2016"
"MUNICIPALIDAD DE SANTA JUANA","MU306","97,97","2016"
"MUNICIPALIDAD DE TALCA","MU312","92,88","2016"
"MUNICIPALIDAD DE CHÉPICA","MU039","94,30","2016"
"MUNICIPALIDAD DE LAGUNA BLANCA","MU130","97,97","2016"
"MUNICIPALIDAD DE QUEMCHI","MU248","94,30","2016"
"MUNICIPALIDAD DE RÍO NEGRO","MU274","96,20","2016"
"MUNICIPALIDAD DE LA PINTANA","MU124","98,10","2016"
"MUNICIPALIDAD DE CHAÑARAL","MU038","97,97","2016"
"MUNICIPALIDAD DE LA REINA","MU125","98,10","2016"
"MUNICIPALIDAD DE PUERTO VARAS","MU236","92,40","2016"
"MUNICIPALIDAD DE LOTA","MU158","98,10","2016"
"MUNICIPALIDAD DE CHIGUAYANTE","MU040","94,30","2016"
"MUNICIPALIDAD DE ROMERAL","MU276","86,70","2016"
"MUNICIPALIDAD DE NINHUE","MU182","93,89","2016"
"MUNICIPALIDAD DE PUTRE","MU244","52,50","2016"
"MUNICIPALIDAD DE PUYEHUE","MU245","95,92","2016"
"MUNICIPALIDAD DE MACHALÍ","MU160","100,00","2016"
"MUNICIPALIDAD DE PUQUELDÓN","MU240","96,20","2016"
"MUNICIPALIDAD DE ANCUD","MU006","94,30","2016"
"MUNICIPALIDAD DE PURÉN","MU241","97,97","2016"
"MUNICIPALIDAD DE LIMACHE","MU139","84,52","2016"
"MUNICIPALIDAD DE QUEILÉN","MU246","100,00","2016"
"MUNICIPALIDAD DE LONGAVÍ","MU149","100,00","2016"
"MUNICIPALIDAD DE MAULLÍN","MU170","96,20","2016"
"MUNICIPALIDAD DE MEJILLONES","MU171","93,89","2016"
"MUNICIPALIDAD DE PUERTO NATALES","MU234","94,30","2016"
"MUNICIPALIDAD DE LOS VILOS","MU157","97,97","2016"
"MUNICIPALIDAD DE MÁFIL","MU162","97,97","2016"
"MUNICIPALIDAD DE ALTO HOSPICIO","MU005","98,10","2016"
"MUNICIPALIDAD DE CAÑETE","MU027","92,88","2016"
"MUNICIPALIDAD DE PUERTO SAAVEDRA","MU277","52,50","2016"
"MUNICIPALIDAD DE CHONCHI","MU046","57,92","2016"
"MUNICIPALIDAD DE LA SERENA","MU126","100,00","2016"
"MUNICIPALIDAD DE CHILE CHICO","MU041","94,30","2016"
"MUNICIPALIDAD DE LUMACO","MU159","97,97","2016"
"MUNICIPALIDAD DE LA GRANJA","MU121","100,00","2016"
"MUNICIPALIDAD DE PAPUDO","MU202","94,30","2016"
"MUNICIPALIDAD DE PAREDONES","MU203","92,40","2016"
"MUNICIPALIDAD DE PUNTA ARENAS","MU239","96,20","2016"
"MUNICIPALIDAD DE QUELLÓN","MU247","96,20","2016"
"MUNICIPALIDAD DE CURACO DE VÉLEZ","MU074","36,71","2016"
"MUNICIPALIDAD DE PUENTE ALTO","MU232","80,80","2016"
"MUNICIPALIDAD DE OSORNO","MU191","100,00","2016"
"MUNICIPALIDAD DE LANCO","MU133","100,00","2016"
"MUNICIPALIDAD DE CARTAGENA","MU029","96,20","2016"
"MUNICIPALIDAD DE TIERRA AMARILLA","MU318","98,10","2016"
"MUNICIPALIDAD DE LINARES","MU140","93,68","2016"
"MUNICIPALIDAD DE QUILACO","MU249","97,97","2016"
"MUNICIPALIDAD DE COLINA","MU057","97,97","2016"
"MUNICIPALIDAD DE QUINTA DE TILCOCO","MU256","100,00","2016"
"MUNICIPALIDAD DE SAN CARLOS","MU282","96,20","2016"
"MUNICIPALIDAD DE QUILICURA","MU250","97,97","2016"
"MUNICIPALIDAD DE SAN ESTEBAN","MU284","100,00","2016"
"MUNICIPALIDAD DE QUILLECO","MU251","94,30","2016"
"MUNICIPALIDAD DE ALGARROBO","MU001","97,97","2016"
"MUNICIPALIDAD DE RENAICO","MU264","98,10","2016"
"MUNICIPALIDAD DE NACIMIENTO","MU178","100,00","2016"
"MUNICIPALIDAD DE PUMANQUE","MU237","93,89","2016"
"MUNICIPALIDAD DE VILCÚN","MU336","88,60","2016"
"MUNICIPALIDAD DE MACUL","MU161","98,10","2016"
"MUNICIPALIDAD DE MONTE PATRIA","MU175","97,81","2016"
"MUNICIPALIDAD DE MOSTAZAL","MU176","100,00","2016"
"MUNICIPALIDAD DE LA LIGUA","MU123","81,57","2016"
"MUNICIPALIDAD DE LA UNIÓN","MU127","100,00","2016"
"MUNICIPALIDAD DE CURICÓ","MU078","92,40","2016"
"MUNICIPALIDAD DE COLBÚN","MU055","97,97","2016"
"MUNICIPALIDAD DE LOS ANDES","MU152","100,00","2016"
"MUNICIPALIDAD DE EL TABO","MU086","97,97","2016"
"MUNICIPALIDAD DE CABILDO","MU016","8,31","2016"
"MUNICIPALIDAD DE ERCILLA","MU088","96,20","2016"
"MUNICIPALIDAD DE LAS CABRAS","MU134","52,27","2016"
"MUNICIPALIDAD DE QUINTERO","MU258","100,00","2016"
"MUNICIPALIDAD DE MULCHÉN","MU177","95,25","2016"
"MUNICIPALIDAD DE PUNITAQUI","MU238","57,60","2016"
"MUNICIPALIDAD DE LAS CONDES","MU135","97,27","2016"
"MUNICIPALIDAD DE QUILPUÉ","MU254","84,80","2016"
"MUNICIPALIDAD DE ESTACIÓN CENTRAL","MU089","95,92","2016"
"MUNICIPALIDAD DE VALPARAÍSO","MU332","79,64","2016"
"MUNICIPALIDAD DE CALDERA","MU021","100,00","2016"
"MUNICIPALIDAD DE CALAMA","MU019","83,38","2016"
"MUNICIPALIDAD DE VALLENAR","MU331","52,50","2016"
"MUNICIPALIDAD DE MARÍA ELENA","MU166","20,79","2016"
"MUNICIPALIDAD DE NEGRETE","MU181","38,86","2016"
"MUNICIPALIDAD DE CALBUCO","MU020","97,97","2016"
"MUNICIPALIDAD DE COPIAPÓ","MU066","100,00","2016"
"MUNICIPALIDAD DE PUERTO OCTAY","MU235","56,25","2016"
"MUNICIPALIDAD DE PEÑAFLOR","MU211","97,97","2016"
"MUNICIPALIDAD DE VILLA ALEMANA","MU338","94,30","2016"
"MUNICIPALIDAD DE VICTORIA","MU334","91,44","2016"
"MUNICIPALIDAD DE RANCAGUA","MU260","96,20","2016"
"MUNICIPALIDAD DE COLCHANE","MU056","92,40","2016"
"MUNICIPALIDAD DE PUTAENDO","MU243","100,00","2016"
"MUNICIPALIDAD DE CORRAL","MU069","92,40","2016"
"MUNICIPALIDAD DE CUNCO","MU071","100,00","2016"
"MUNICIPALIDAD DE CURACAUTÍN","MU072","97,97","2016"
"MUNICIPALIDAD DE CURACAVÍ","MU073","57,78","2016"
"MUNICIPALIDAD DE CURARREHUE","MU076","95,92","2016"
"MUNICIPALIDAD DE ANTOFAGASTA","MU009","78,28","2016"
"MUNICIPALIDAD DE CHILLÁN VIEJO","MU043","90,50","2016"
"MUNICIPALIDAD DE YUMBEL","MU343","96,20","2016"
"MUNICIPALIDAD DE LAUTARO","MU136","100,00","2016"
"MUNICIPALIDAD DE QUIRIHUE","MU259","100,00","2016"
"MUNICIPALIDAD DE YUNGAY","MU344","94,30","2016"
"MUNICIPALIDAD DE TEMUCO","MU315","94,30","2016"
"MUNICIPALIDAD DE SAGRADA FAMILIA","MU278","52,50","2016"
"MUNICIPALIDAD DE CISNES","MU047","52,50","2016"
"MUNICIPALIDAD DE PERQUENCO","MU214","95,92","2016"
"MUNICIPALIDAD DE PUCHUNCAVÍ","MU229","97,97","2016"
"MUNICIPALIDAD DE PUCÓN","MU230","84,16","2016"
"MUNICIPALIDAD DE CODEGUA","MU051","94,30","2016"
"MUNICIPALIDAD DE COELEMU","MU052","97,97","2016"
"MUNICIPALIDAD DE QUILLÓN","MU252","88,48","2016"
"MUNICIPALIDAD DE QUILLOTA","MU253","33,94","2016"
"MUNICIPALIDAD DE COINCO","MU054","52,50","2016"
"MUNICIPALIDAD DE COQUIMBO","MU067","96,20","2016"
"MUNICIPALIDAD DE CORONEL","MU068","96,20","2016"
"MUNICIPALIDAD DE CHIMBARONGO","MU044","97,81","2016"
"MUNICIPALIDAD DE SAN ROSENDO","MU302","76,85","2016"
"MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGUA","MU303","59,86","2016"
"MUNICIPALIDAD DE POZO ALMONTE","MU226","97,97","2016"
"MUNICIPALIDAD DE PEMUCO","MU208","100,00","2016"
"MUNICIPALIDAD DE LOS ANGELES","MU153","100,00","2016"
"MUNICIPALIDAD DE LOS LAGOS","MU154","97,97","2016"
"MUNICIPALIDAD DE QUINCHAO","MU255","79,54","2016"
"MUNICIPALIDAD DE PANGUIPULLI","MU200","95,92","2016"
"MUNICIPALIDAD DE TENO","MU316","96,20","2016"
"MUNICIPALIDAD DE SAN JUAN DE LA COSTA","MU293","98,34","2016"
"MUNICIPALIDAD DE RÍO VERDE","MU275","96,20","2016"
"MUNICIPALIDAD DE CONTULMO","MU065","94,30","2016"
"MUNICIPALIDAD DE TEODORO SCHMIDT","MU317","76,55","2016"
"MUNICIPALIDAD DE COLTAUCO","MU059","90,50","2016"
"MUNICIPALIDAD DE VICHUQUÉN","MU333","52,50","2016"
"MUNICIPALIDAD DE VICUÑA","MU335","90,50","2016"
"MUNICIPALIDAD DE SALAMANCA","MU279","52,50","2016"
"MUNICIPALIDAD DE TIRÚA","MU321","100,00","2016"
"MUNICIPALIDAD DE TOME","MU324","100,00","2016"
"MUNICIPALIDAD DE TORTEL","MU326","97,97","2016"
"MUNICIPALIDAD DE SAN PABLO","MU296","25,23","2016"
"MUNICIPALIDAD DE PELARCO","MU206","97,97","2016"
"MUNICIPALIDAD DE ANGOL","MU008","57,24","2016"
"MUNICIPALIDAD DE YERBAS BUENAS","MU342","96,20","2016"
"MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA","MU017","97,97","2016"
"MUNICIPALIDAD DE LEBU","MU137","97,97","2016"
"MUNICIPALIDAD DE VITACURA","MU341","96,44","2016"
"MUNICIPALIDAD DE TOCOPILLA","MU322","100,00","2016"
"MUNICIPALIDAD DE TORRES DEL PAINE","MU325","100,00","2016"
"MUNICIPALIDAD DE TUCAPEL","MU329","100,00","2016"
"MUNICIPALIDAD DE VALDIVIA","MU330","100,00","2016"
"MUNICIPALIDAD DE RÁNQUIL","MU261","95,92","2016"
"MUNICIPALIDAD DE LA HIGUERA","MU122","68,05","2016"
"MUNICIPALIDAD DE ZAPALLAR","MU345","96,20","2016"
"MUNICIPALIDAD DE CERRO NAVIA","MU035","98,10","2016"
"MUNICIPALIDAD DE VIÑA DEL MAR","MU340","61,05","2016"
"MUNICIPALIDAD DE LOS ALAMOS","MU151","92,40","2016"
