region,cut_com,commune,forms,news,search,webmap,streetmap,transport,socialmedia,email,phone,mobile,transac,followup,digital_certificate,citizen,payments,personalization,part
BIOBIO,8312,TUCAPEL,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
BIOBIO,8313,YUMBEL,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
BIOBIO,16109,YUNGAY,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9201,ANGOL,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
DE LA ARAUCANIA,9102,CARAHUE,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9121,CHOLCHOL,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9202,COLLIPULLI,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0
DE LA ARAUCANIA,9103,CUNCO,,,,,,,,,,,,,,,,,
DE LA ARAUCANIA,9203,CURACAUTIN,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9104,CURARREHUE,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9204,ERCILLA,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9105,FREIRE,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
DE LA ARAUCANIA,9106,GALVARINO,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9107,GORBEA,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9108,LAUTARO,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9109,LONCOCHE,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9205,LONQUIMAY,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9206,LOS SAUCES,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9207,LUMACO,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9110,MELIPEUCO,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9111,NUEVA IMPERIAL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9112,PADRE LAS CASAS,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9113,PERQUENCO,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
DE LA ARAUCANIA,9114,PITRUFQUEN,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
DE LA ARAUCANIA,9115,PUCON,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0
DE LA ARAUCANIA,9208,PUREN,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
DE LA ARAUCANIA,9209,RENAICO,,,,,,,,,,,,,,,,,
DE LA ARAUCANIA,9116,SAAVEDRA,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0
DE LA ARAUCANIA,9101,TEMUCO,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
DE LA ARAUCANIA,9117,TEODORO SCHMIDT,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9118,TOLTEN,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0
DE LA ARAUCANIA,9210,TRAIGUEN,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9211,VICTORIA,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
DE LA ARAUCANIA,9119,VILCUN,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1
DE LA ARAUCANIA,9120,VILLARRICA,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0
DE LOS RIOS,14102,CORRAL,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0
DE LOS RIOS,14202,FUTRONO,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
DE LOS RIOS,14203,LAGO RANCO ,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
DE LOS RIOS,14103,LANCO,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
DE LOS RIOS,14201,LA UNION,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
DE LOS RIOS,14104,LOS LAGOS,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0
DE LOS RIOS,,MAFIL,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0
DE LOS RIOS,14106,MARIQUINA,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0
DE LOS RIOS,14107,PAILLACO,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
DE LOS RIOS,14108,PANGUIPULLI,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0
DE LOS RIOS,14204,RIO BUENO,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
DE LOS RIOS,14101,VALDIVIA,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
LOS LAGOS,10202,ANCUD,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10102,CALBUCO,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
LOS LAGOS,10201,CASTRO,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LOS LAGOS,10401,CHAITEN,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
LOS LAGOS,10203,CHONCHI,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10103,COCHAMO,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0
LOS LAGOS,10204,CURACO DE VELEZ,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10205,DALCAHUE,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10104,FRESIA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
LOS LAGOS,10105,FRUTILLAR,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10402,FUTALEUFU,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
LOS LAGOS,10403,HUALAIHUE,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0
LOS LAGOS,10107,LLANQUIHUE,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
LOS LAGOS,10106,LOS MUERMOS,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
LOS LAGOS,10108,MAULLIN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
LOS LAGOS,10301,OSORNO,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
LOS LAGOS,10404,PALENA,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
LOS LAGOS,10101,PUERTO MONTT,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
LOS LAGOS,10302,PUERTO OCTAY,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
LOS LAGOS,10109,PUERTO VARAS,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0
LOS LAGOS,10206,PUQUELDON,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
LOS LAGOS,10303,PURRANQUE,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
LOS LAGOS,10304,PUYEHUE,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
LOS LAGOS,10207,QUEILEN,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0
LOS LAGOS,10208,QUELLON,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
LOS LAGOS,10209,QUEMCHI,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LOS LAGOS,10210,QUINCHAO,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LOS LAGOS,10305,RIO NEGRO,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
LOS LAGOS,10306,SAN JUAN DE LA COSTA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LOS LAGOS,10307,SAN PABLO,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
AISEN,11201,AISEN,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
AISEN,11401,CHILE CHICO,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
AISEN,11202,CISNES,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
AISEN,11301,COCHRANE,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
AISEN,11101,COYHAIQUE,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0
AISEN,11203,GUAITECAS,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0
AISEN,11102,LAGO VERDE,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
AISEN,11302,O'HIGGINS,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
AISEN,11402,RIO IBAÑEZ,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AISEN,11303,TORTEL,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
MAGALLANES,12201,CABO DE HORNOS,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0
MAGALLANES,12102,LAGUNA BLANCA,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
MAGALLANES,12401,NATALES,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0
MAGALLANES,12301,PORVENIR,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
MAGALLANES,12302,PRIMAVERA,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
MAGALLANES,12101,PUNTA ARENAS,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MAGALLANES,12103,RIO VERDE,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
MAGALLANES,12104,SAN GREGORIO,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
MAGALLANES,12303,TIMAUKEL,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
MAGALLANES,12402,TORRES DEL PAINE,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0
