"Nombre","CodigoInstitucion","Puntaje","Ano"
"MUNICIPALIDAD DE CONTULMO","MU065","91,16","2014"
"MUNICIPALIDAD DE ANDACOLLO","MU007","83,29","2014"
"MUNICIPALIDAD DE CHILE CHICO","MU041","37,87","2014"
"MUNICIPALIDAD DE CISNES","MU047","11,82","2014"
"MUNICIPALIDAD DE COQUIMBO","MU067","68,52","2014"
"MUNICIPALIDAD DE ILLAPEL","MU110","34,77","2014"
"MUNICIPALIDAD DE LA SERENA","MU126","100,00","2014"
"MUNICIPALIDAD DE LOS VILOS","MU157","73,57","2014"
"MUNICIPALIDAD DE MONTE PATRIA","MU175","50,81","2014"
"MUNICIPALIDAD DE OVALLE","MU192","56,54","2014"
"MUNICIPALIDAD DE PAIHUANO","MU195","50,50","2014"
"MUNICIPALIDAD DE RÍO HURTADO","MU272","75,32","2014"
"MUNICIPALIDAD DE SALAMANCA","MU279","63,16","2014"
"MUNICIPALIDAD DE CONCHALÍ","MU062","61,12","2014"
"MUNICIPALIDAD DE CURACAVÍ","MU073","73,68","2014"
"MUNICIPALIDAD DE EL BOSQUE","MU082","63,68","2014"
"MUNICIPALIDAD DE ESTACIÓN CENTRAL","MU089","82,33","2014"
"MUNICIPALIDAD DE INDEPENDENCIA","MU111","79,94","2014"
"MUNICIPALIDAD DE ISLA DE MAIPO","MU113","50,68","2014"
"MUNICIPALIDAD DE LA CISTERNA","MU117","90,32","2014"
"MUNICIPALIDAD DE LA GRANJA","MU121","84,50","2014"
"MUNICIPALIDAD DE LO BARNECHEA","MU144","83,52","2014"
"MUNICIPALIDAD DE MAIPÚ","MU163","87,08","2014"
"MUNICIPALIDAD DE CAUQUENES","MU033","61,55","2014"
"MUNICIPALIDAD DE CHANCO","MU037","45,48","2014"
"MUNICIPALIDAD DE COLBÚN","MU055","46,01","2014"
"MUNICIPALIDAD DE CUREPTO","MU077","68,39","2014"
"MUNICIPALIDAD DE CURICÓ","MU078","86,31","2014"
"MUNICIPALIDAD DE HUALAÑÉ","MU104","65,29","2014"
"MUNICIPALIDAD DE LONGAVÍ","MU149","63,50","2014"
"MUNICIPALIDAD DE PELARCO","MU206","57,68","2014"
"MUNICIPALIDAD DE PELLUHUE","MU207","61,68","2014"
"MUNICIPALIDAD DE PENCAHUE","MU209","42,20","2014"
"MUNICIPALIDAD DE RETIRO","MU268","29,31","2014"
"MUNICIPALIDAD DE SAGRADA FAMILIA","MU278","44,71","2014"
"MUNICIPALIDAD DE SAN CLEMENTE","MU283","7,81","2014"
"MUNICIPALIDAD DE SAN JAVIER","MU290","40,36","2014"
"MUNICIPALIDAD DE TALCA","MU312","90,53","2014"
"MUNICIPALIDAD DE ALTO DEL CARMEN","MU004","29,77","2014"
"MUNICIPALIDAD DE ALTO HOSPICIO","MU005","74,02","2014"
"MUNICIPALIDAD DE CALAMA","MU019","50,93","2014"
"MUNICIPALIDAD DE CALDERA","MU021","86,09","2014"
"MUNICIPALIDAD DE CAMIÑA","MU025","44,44","2014"
"MUNICIPALIDAD DE COLCHANE","MU056","47,55","2014"
"MUNICIPALIDAD DE FREIRINA","MU092","62,47","2014"
"MUNICIPALIDAD DE HUARA","MU107","69,54","2014"
"MUNICIPALIDAD DE IQUIQUE","MU112","74,70","2014"
"MUNICIPALIDAD DE LOS ALAMOS","MU151","57,76","2014"
"MUNICIPALIDAD DE POZO ALMONTE","MU226","91,38","2014"
"MUNICIPALIDAD DE QUELLÓN","MU247","50,12","2014"
"MUNICIPALIDAD DE ANCUD","MU006","81,06","2014"
"MUNICIPALIDAD DE CALBUCO","MU020","69,37","2014"
"MUNICIPALIDAD DE CASTRO","MU031","79,76","2014"
"MUNICIPALIDAD DE CHIMBARONGO","MU044","80,16","2014"
"MUNICIPALIDAD DE CHONCHI","MU046","90,01","2014"
"MUNICIPALIDAD DE GRANEROS","MU100","27,80","2014"
"MUNICIPALIDAD DE LOS MUERMOS","MU155","26,86","2014"
"MUNICIPALIDAD DE PUQUELDÓN","MU240","53,14","2014"
"MUNICIPALIDAD DE PURRANQUE","MU242","56,08","2014"
"MUNICIPALIDAD DE QUINCHAO","MU255","25,10","2014"
"MUNICIPALIDAD DE RÍO NEGRO","MU274","29,89","2014"
"MUNICIPALIDAD DE PAINE","MU197","34,11","2014"
"MUNICIPALIDAD DE PEDRO AGUIRRE CERDA","MU205","77,25","2014"
"MUNICIPALIDAD DE PEÑALOLÉN","MU212","92,78","2014"
"MUNICIPALIDAD DE PIRQUE","MU221","52,99","2014"
"MUNICIPALIDAD DE PUENTE ALTO","MU232","68,28","2014"
"MUNICIPALIDAD DE QUILICURA","MU250","81,60","2014"
"MUNICIPALIDAD DE QUINTA NORMAL","MU257","92,16","2014"
"MUNICIPALIDAD DE SAN MIGUEL","MU294","77,57","2014"
"MUNICIPALIDAD DE SAN PABLO","MU296","47,42","2014"
"MUNICIPALIDAD DE SAN RAMÓN","MU301","43,52","2014"
"MUNICIPALIDAD DE SANTIAGO","MU308","87,04","2014"
"MUNICIPALIDAD DE TALAGANTE","MU311","62,25","2014"
"MUNICIPALIDAD DE VITACURA","MU341","97,62","2014"
"MUNICIPALIDAD DE SAN JOSÉ DE MAIPO","MU292","31,00","2014"
"MUNICIPALIDAD DE PORVENIR","MU225","87,00","2014"
"MUNICIPALIDAD DE SAN GREGORIO","MU288","58,10","2014"
"MUNICIPALIDAD DE TORRES DEL PAINE","MU325","63,13","2014"
"MUNICIPALIDAD DE PUERTO NATALES","MU234","68,34","2014"
"MUNICIPALIDAD DE OSORNO","MU191","78,47","2014"
"MUNICIPALIDAD DE PUERTO VARAS","MU236","61,45","2014"
"MUNICIPALIDAD DE TREHUACO","MU328","47,94","2014"
"MUNICIPALIDAD DE YUMBEL","MU343","65,95","2014"
"MUNICIPALIDAD DE MARÍA ELENA","MU166","24,86","2014"
"MUNICIPALIDAD DE MEJILLONES","MU171","37,56","2014"
"MUNICIPALIDAD DE OLLAGÜE","MU189","33,63","2014"
"MUNICIPALIDAD DE TOCOPILLA","MU322","23,97","2014"
"MUNICIPALIDAD DE VALLENAR","MU331","30,55","2014"
"MUNICIPALIDAD DE CARAHUE","MU028","22,46","2014"
"MUNICIPALIDAD DE CHOLCHOL","MU045","66,97","2014"
"MUNICIPALIDAD DE CURANILAHUE","MU075","53,81","2014"
"MUNICIPALIDAD DE HUALQUI","MU106","68,03","2014"
"MUNICIPALIDAD DE LOS ANGELES","MU153","66,20","2014"
"MUNICIPALIDAD DE MULCHÉN","MU177","66,18","2014"
"MUNICIPALIDAD DE NACIMIENTO","MU178","45,49","2014"
"MUNICIPALIDAD DE PENCO","MU210","56,71","2014"
"MUNICIPALIDAD DE QUILACO","MU249","30,08","2014"
"MUNICIPALIDAD DE ALTO BÍOBÍO","MU003","39,99","2014"
"MUNICIPALIDAD DE CODEGUA","MU051","64,82","2014"
"MUNICIPALIDAD DE FREIRE","MU091","38,53","2014"
"MUNICIPALIDAD DE LAUTARO","MU136","65,05","2014"
"MUNICIPALIDAD DE MELIPEUCO","MU172","28,06","2014"
"MUNICIPALIDAD DE PADRE LAS CASAS","MU194","93,85","2014"
"MUNICIPALIDAD DE LEBU","MU137","85,47","2014"
"MUNICIPALIDAD DE NEGRETE","MU181","21,66","2014"
"MUNICIPALIDAD DE NINHUE","MU182","43,47","2014"
"MUNICIPALIDAD DE ÑIQUÉN","MU185","25,74","2014"
"MUNICIPALIDAD DE RÁNQUIL","MU261","49,50","2014"
"MUNICIPALIDAD DE SAN NICOLÁS","MU295","77,25","2014"
"MUNICIPALIDAD DE CORRAL","MU069","79,94","2014"
"MUNICIPALIDAD DE FUTRONO","MU096",",00","2014"
"MUNICIPALIDAD DE LANCO","MU133","38,89","2014"
"MUNICIPALIDAD DE MARIQUINA","MU168","65,70","2014"
"MUNICIPALIDAD DE LA HIGUERA","MU122","63,12","2014"
"MUNICIPALIDAD DE PUERTO OCTAY","MU235","25,65","2014"
"MUNICIPALIDAD DE SAN FABIÁN","MU285","49,38","2014"
"MUNICIPALIDAD DE NAVIDAD","MU180","59,63","2014"
"MUNICIPALIDAD DE COLLIPULLI","MU058","75,02","2014"
"MUNICIPALIDAD DE HUASCO","MU108","33,80","2014"
"MUNICIPALIDAD DE PUCÓN","MU230","44,26","2014"
"MUNICIPALIDAD DE CONSTITUCIÓN","MU064","81,48","2014"
"MUNICIPALIDAD DE PUERTO MONTT","MU233","87,82","2014"
"MUNICIPALIDAD DE HUALAIHUÉ","MU103","64,96","2014"
"MUNICIPALIDAD DE QUINTA DE TILCOCO","MU256","58,67","2014"
"MUNICIPALIDAD DE SAN PEDRO DE LA PAZ","MU299","58,46","2014"
"MUNICIPALIDAD DE LA REINA","MU125","90,92","2014"
"MUNICIPALIDAD DE QUIRIHUE","MU259","57,71","2014"
"MUNICIPALIDAD DE MALLOA","MU164","35,50","2014"
"MUNICIPALIDAD DE CABRERO","MU018","54,63","2014"
"MUNICIPALIDAD DE BUIN","MU014","63,93","2014"
"MUNICIPALIDAD DE FRESIA","MU093","62,06","2014"
"MUNICIPALIDAD DE CORONEL","MU068","67,80","2014"
"MUNICIPALIDAD DE CANELA","MU026","76,96","2014"
"MUNICIPALIDAD DE ÑUÑOA","MU186","42,93","2014"
"MUNICIPALIDAD DE LAJA","MU131","90,58","2014"
"MUNICIPALIDAD DE SIERRA GORDA","MU310","17,30","2014"
"MUNICIPALIDAD DE TENO","MU316","71,16","2014"
"MUNICIPALIDAD DE ERCILLA","MU088","61,93","2014"
"MUNICIPALIDAD DE HIJUELAS","MU102","24,37","2014"
"MUNICIPALIDAD DE PUDAHUEL","MU231","54,75","2014"
"MUNICIPALIDAD DE VALDIVIA","MU330","71,77","2014"
"MUNICIPALIDAD DE RECOLETA","MU263","95,30","2014"
"MUNICIPALIDAD DE TALTAL","MU314","17,44","2014"
"MUNICIPALIDAD DE PORTEZUELO","MU224","17,22","2014"
"MUNICIPALIDAD DE SANTA BÁRBARA","MU304","50,35","2014"
"MUNICIPALIDAD DE LICANTÉN","MU138","64,95","2014"
"MUNICIPALIDAD DE CALERA DE TANGO","MU022","25,27","2014"
"MUNICIPALIDAD DE CAMARONES","MU024","65,35","2014"
"MUNICIPALIDAD DE RENGO","MU266","57,10","2014"
"MUNICIPALIDAD DE GENERAL LAGOS","MU098","57,93","2014"
"MUNICIPALIDAD DE MAULLÍN","MU170","73,64","2014"
"MUNICIPALIDAD DE TORTEL","MU326","6,03","2014"
"MUNICIPALIDAD DE SAN FERNANDO","MU287","62,80","2014"
"MUNICIPALIDAD DE PROVIDENCIA","MU228","100,00","2014"
"MUNICIPALIDAD DE ARAUCO","MU011","72,77","2014"
"MUNICIPALIDAD DE CHILLÁN VIEJO","MU043","54,65","2014"
"MUNICIPALIDAD DE MARCHIHUE","MU165","64,92","2014"
"MUNICIPALIDAD DE RÍO IBÁÑEZ","MU273","40,66","2014"
"MUNICIPALIDAD DE COMBARBALÁ","MU060","48,10","2014"
"MUNICIPALIDAD DE PAILLACO","MU196","69,24","2014"
"MUNICIPALIDAD DE ALHUÉ","MU002","28,78","2014"
"MUNICIPALIDAD DE TUCAPEL","MU329","41,59","2014"
"MUNICIPALIDAD DE GORBEA","MU099","52,21","2014"
"MUNICIPALIDAD DE ISLA DE PASCUA","MU114","27,29","2014"
"MUNICIPALIDAD DE LA UNIÓN","MU127","90,95","2014"
"MUNICIPALIDAD DE ROMERAL","MU276","71,41","2014"
"MUNICIPALIDAD DE PEMUCO","MU208","35,49","2014"
"MUNICIPALIDAD DE PALENA","MU198","59,43","2014"
"MUNICIPALIDAD DE ARICA","MU012","77,53","2014"
"MUNICIPALIDAD DE BULNES","MU015","47,22","2014"
"MUNICIPALIDAD DE VILLA ALEGRE","MU337","31,79","2014"
"MUNICIPALIDAD DE TIRÚA","MU321","8,47","2014"
"MUNICIPALIDAD DE COCHRANE","MU050","35,45","2014"
"MUNICIPALIDAD DE TIERRA AMARILLA","MU318","3,78","2014"
"MUNICIPALIDAD DE MARÍA PINTO","MU167","27,91","2014"
"MUNICIPALIDAD DE EL CARMEN","MU083","82,69","2014"
"MUNICIPALIDAD DE LONCOCHE","MU148","86,65","2014"
"MUNICIPALIDAD DE CHÉPICA","MU039","47,28","2014"
"MUNICIPALIDAD DE LO PRADO","MU146","79,07","2014"
"MUNICIPALIDAD DE CAÑETE","MU027","67,55","2014"
"MUNICIPALIDAD DE PUYEHUE","MU245","44,90","2014"
"MUNICIPALIDAD DE PADRE HURTADO","MU193","38,26","2014"
"MUNICIPALIDAD DE VICHUQUÉN","MU333","23,99","2014"
"MUNICIPALIDAD DE VILLA ALEMANA","MU338","40,64","2014"
"MUNICIPALIDAD DE NUEVA IMPERIAL","MU184","42,16","2014"
"MUNICIPALIDAD DE QUEILÉN","MU246","46,46","2014"
"MUNICIPALIDAD DE RENCA","MU265","81,47","2014"
"MUNICIPALIDAD DE SAN JUAN DE LA COSTA","MU293","52,47","2014"
"MUNICIPALIDAD DE SAN CARLOS","MU282","58,70","2014"
"MUNICIPALIDAD DE TALCAHUANO","MU313","75,41","2014"
"MUNICIPALIDAD DE COPIAPÓ","MU066","36,06","2014"
"MUNICIPALIDAD DE LAS CONDES","MU135","79,39","2014"
"MUNICIPALIDAD DE YERBAS BUENAS","MU342","29,27","2014"
"MUNICIPALIDAD DE VICUÑA","MU335","46,63","2014"
"MUNICIPALIDAD DE LA FLORIDA","MU120","79,17","2014"
"MUNICIPALIDAD DE MELIPILLA","MU173","81,27","2014"
"MUNICIPALIDAD DE LAGO VERDE","MU129","57,67","2014"
"MUNICIPALIDAD DE TEODORO SCHMIDT","MU317","27,19","2014"
"MUNICIPALIDAD DE CURARREHUE","MU076","40,84","2014"
"MUNICIPALIDAD DE PUNTA ARENAS","MU239","93,43","2014"
"MUNICIPALIDAD DE PUTRE","MU244","18,96","2014"
"MUNICIPALIDAD DE RAUCO","MU262","27,16","2014"
"MUNICIPALIDAD DE LA LIGUA","MU123","71,85","2014"
"MUNICIPALIDAD DE RÍO CLARO","MU271","54,90","2014"
"MUNICIPALIDAD DE CHAITÉN","MU036","33,45","2014"
"MUNICIPALIDAD DE QUINTERO","MU258","61,47","2014"
"MUNICIPALIDAD DE EL MONTE","MU084","56,56","2014"
"MUNICIPALIDAD DE PICHILEMU","MU219","73,18","2014"
"MUNICIPALIDAD DE SANTA JUANA","MU306","17,62","2014"
"MUNICIPALIDAD DE TOME","MU324","58,29","2014"
"MUNICIPALIDAD DE QUILLECO","MU251","57,14","2014"
"MUNICIPALIDAD DE LUMACO","MU159","37,31","2014"
"MUNICIPALIDAD DE MAULE","MU169","60,29","2014"
"MUNICIPALIDAD DE COYHAIQUE","MU070","56,86","2014"
"MUNICIPALIDAD DE OLIVAR","MU188","74,11","2014"
"MUNICIPALIDAD DE SAN BERNARDO","MU281","94,51","2014"
"MUNICIPALIDAD DE OLMUÉ","MU190","26,03","2014"
"MUNICIPALIDAD DE O'HIGGINS","MU187","72,23","2014"
"MUNICIPALIDAD DE LINARES","MU140","58,87","2014"
"MUNICIPALIDAD DE SAN JOAQUÍN","MU291","95,20","2014"
"MUNICIPALIDAD DE LITUECHE","MU141","53,13","2014"
"MUNICIPALIDAD DE PUERTO SAAVEDRA","MU277","56,26","2014"
"MUNICIPALIDAD DE CERRILLOS","MU034","60,03","2014"
"MUNICIPALIDAD DE CHAÑARAL","MU038","42,02","2014"
"MUNICIPALIDAD DE TILTIL","MU319","49,18","2014"
"MUNICIPALIDAD DE PICA","MU217","88,49","2014"
"MUNICIPALIDAD DE CURACAUTÍN","MU072","81,92","2014"
"MUNICIPALIDAD DE YUNGAY","MU344","41,73","2014"
"MUNICIPALIDAD DE PAPUDO","MU202","75,18","2014"
"MUNICIPALIDAD DE CURACO DE VÉLEZ","MU074","38,12","2014"
"MUNICIPALIDAD DE DIEGO DE ALMAGRO","MU080","26,89","2014"
"MUNICIPALIDAD DE CHILLÁN","MU042","48,69","2014"
"MUNICIPALIDAD DE SAN PEDRO","MU297","33,24","2014"
"MUNICIPALIDAD DE SANTA CRUZ","MU305","31,51","2014"
"MUNICIPALIDAD DE LOTA","MU158","58,54","2014"
"MUNICIPALIDAD DE HUECHURABA","MU109","35,91","2014"
"MUNICIPALIDAD DE MOLINA","MU174","91,74","2014"
"MUNICIPALIDAD DE PANQUEHUE","MU201","42,77","2014"
"MUNICIPALIDAD DE PEÑAFLOR","MU211","49,45","2014"
"MUNICIPALIDAD DE HUALPÉN","MU105","70,60","2014"
"MUNICIPALIDAD DE FRUTILLAR","MU094","27,47","2014"
"MUNICIPALIDAD DE EMPEDRADO","MU087","53,41","2014"
"MUNICIPALIDAD DE SANTO DOMINGO","MU309","25,86","2014"
"MUNICIPALIDAD DE PETORCA","MU215","44,80","2014"
"MUNICIPALIDAD DE PARRAL","MU204","68,41","2014"
"MUNICIPALIDAD DE LAGO RANCO","MU128","17,68","2014"
"MUNICIPALIDAD DE LO ESPEJO","MU145","69,33","2014"
"MUNICIPALIDAD DE GALVARINO","MU097","48,68","2014"
"MUNICIPALIDAD DE PUERTO AYSÉN","MU013","68,98","2014"
"MUNICIPALIDAD DE SAN ROSENDO","MU302","62,14","2014"
"MUNICIPALIDAD DE COCHAMÓ","MU049","58,71","2014"
"MUNICIPALIDAD DE LA PINTANA","MU124","88,68","2014"
"MUNICIPALIDAD DE ANTOFAGASTA","MU009","81,32","2014"
"MUNICIPALIDAD DE VALPARAÍSO","MU332","65,61","2014"
"MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGUA","MU303","46,33","2014"
"MUNICIPALIDAD DE DOÑIHUE","MU081","91,23","2014"
"MUNICIPALIDAD DE SAN PEDRO DE ATACAMA","MU298","8,25","2014"
"MUNICIPALIDAD DE MACUL","MU161","60,43","2014"
"MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA","MU017","43,95","2014"
"MUNICIPALIDAD DE MÁFIL","MU162","43,10","2014"
"MUNICIPALIDAD DE PINTO","MU220","70,14","2014"
"MUNICIPALIDAD DE VILCÚN","MU336","40,96","2014"
"MUNICIPALIDAD DE SAN IGNACIO","MU289","68,60","2014"
"MUNICIPALIDAD DE LA CALERA","MU116","50,95","2014"
"MUNICIPALIDAD DE EL QUISCO","MU085","46,44","2014"
"MUNICIPALIDAD DE DALCAHUE","MU079","56,03","2014"
"MUNICIPALIDAD DE PERQUENCO","MU214","46,70","2014"
"MUNICIPALIDAD DE PUCHUNCAVÍ","MU229","89,07","2014"
"MUNICIPALIDAD DE RÍO VERDE","MU275","55,69","2014"
"MUNICIPALIDAD DE QUILLÓN","MU252","76,17","2014"
"MUNICIPALIDAD DE LAGUNA BLANCA","MU130","12,85","2014"
"MUNICIPALIDAD DE PUNITAQUI","MU238","62,72","2014"
"MUNICIPALIDAD DE COLINA","MU057","85,51","2014"
"MUNICIPALIDAD DE LONQUIMAY","MU150","53,81","2014"
"MUNICIPALIDAD DE CERRO NAVIA","MU035","89,74","2014"
"MUNICIPALIDAD DE CONCEPCIÓN","MU061","69,56","2014"
"MUNICIPALIDAD DE GUAITECAS","MU101","43,73","2014"
"MUNICIPALIDAD DE LOS ANDES","MU152","53,92","2014"
"MUNICIPALIDAD DE SAN ANTONIO","MU280","81,99","2014"
"MUNICIPALIDAD DE QUEMCHI","MU248","39,89","2014"
"MUNICIPALIDAD DE RIO BUENO","MU270","61,42","2014"
"MUNICIPALIDAD DE RINCONADA","MU269","70,09","2014"
"MUNICIPALIDAD DE LLANQUIHUE","MU142","35,98","2014"
"MUNICIPALIDAD DE CUNCO","MU071","51,52","2014"
"MUNICIPALIDAD DE FLORIDA","MU090","59,14","2014"
"MUNICIPALIDAD DE SAN RAFAEL","MU300","80,63","2014"
"MUNICIPALIDAD DE FUTALEUFÚ","MU095","46,94","2014"
"MUNICIPALIDAD DE LOS SAUCES","MU156","21,96","2014"
