"Nombre","CodigoInstitucion","Puntaje","Ano"
"MUNICIPALIDAD DE LOS ANGELES","MU153","36,83","2012"
"MUNICIPALIDAD DE OSORNO","MU191","43,62","2012"
"MUNICIPALIDAD DE PUERTO MONTT","MU233","67,49","2012"
"MUNICIPALIDAD DE PUNTA ARENAS","MU239","83,29","2012"
"MUNICIPALIDAD DE TALCA","MU312","15,59","2012"
"MUNICIPALIDAD DE VALDIVIA","MU330","38,12","2012"
"MUNICIPALIDAD DE ANCUD","MU006","38,63","2012"
"MUNICIPALIDAD DE BULNES","MU015","10,03","2012"
"MUNICIPALIDAD DE CASTRO","MU031","33,40","2012"
"MUNICIPALIDAD DE COBQUECURA","MU048","4,81","2012"
"MUNICIPALIDAD DE COIHUECO","MU053","41,86","2012"
"MUNICIPALIDAD DE GENERAL LAGOS","MU098","30,78","2012"
"MUNICIPALIDAD DE PUTRE","MU244","16,64","2012"
"MUNICIPALIDAD DE QUILLECO","MU251",",00","2012"
"MUNICIPALIDAD DE QUINCHAO","MU255","21,23","2012"
"MUNICIPALIDAD DE RIO BUENO","MU270","11,52","2012"
"MUNICIPALIDAD DE RÍO NEGRO","MU274","24,68","2012"
"MUNICIPALIDAD DE SAN CARLOS","MU282","37,27","2012"
"MUNICIPALIDAD DE SAN GREGORIO","MU288","50,99","2012"
"MUNICIPALIDAD DE SANTA JUANA","MU306","7,80","2012"
"MUNICIPALIDAD DE TREGUACO","MU328","17,11","2012"
"MUNICIPALIDAD DE CORONEL","MU068","34,00","2012"
"MUNICIPALIDAD DE LONGAVÍ","MU149","54,77","2012"
"MUNICIPALIDAD DE PELLUHUE","MU207","12,50","2012"
"MUNICIPALIDAD DE PENCO","MU210","38,87","2012"
"MUNICIPALIDAD DE SAGRADA FAMILIA","MU278","49,86","2012"
"MUNICIPALIDAD DE TENO","MU316","63,50","2012"
"MUNICIPALIDAD DE VICHUQUÉN","MU333","43,60","2012"
"MUNICIPALIDAD DE JUAN FERNÁNDEZ","MU115","22,82","2012"
"MUNICIPALIDAD DE CURARREHUE","MU076","11,10","2012"
"MUNICIPALIDAD DE CAMARONES","MU024","5,16","2012"
"MUNICIPALIDAD DE CAÑETE","MU027","56,35","2012"
"MUNICIPALIDAD DE CHAITÉN","MU036","8,49","2012"
"MUNICIPALIDAD DE COCHAMÓ","MU049","12,13","2012"
"MUNICIPALIDAD DE COYHAIQUE","MU070","40,86","2012"
"MUNICIPALIDAD DE CONTULMO","MU065","18,97","2012"
"MUNICIPALIDAD DE CURANILAHUE","MU075","33,10","2012"
"MUNICIPALIDAD DE CUREPTO","MU077","9,28","2012"
"MUNICIPALIDAD DE HUALQUI","MU106","29,95","2012"
"MUNICIPALIDAD DE LANCO","MU133","40,29","2012"
"MUNICIPALIDAD DE NINHUE","MU182","6,33","2012"
"MUNICIPALIDAD DE QUILACO","MU249","24,96","2012"
"MUNICIPALIDAD DE QUILLÓN","MU252","34,73","2012"
"MUNICIPALIDAD DE QUIRIHUE","MU259",",00","2012"
"MUNICIPALIDAD DE RÍO VERDE","MU275","18,05","2012"
"MUNICIPALIDAD DE ROMERAL","MU276","20,28","2012"
"MUNICIPALIDAD DE SAN JAVIER","MU290","47,34","2012"
"MUNICIPALIDAD DE SANTA BÁRBARA","MU304","33,65","2012"
"MUNICIPALIDAD DE TORTEL","MU326","13,15","2012"
"MUNICIPALIDAD DE CALAMA","MU019","32,97","2012"
"MUNICIPALIDAD DE ARAUCO","MU011","72,77","2012"
"MUNICIPALIDAD DE LA CALERA","MU116","23,80","2012"
"MUNICIPALIDAD DE CHONCHI","MU046","88,02","2012"
"MUNICIPALIDAD DE COLCHANE","MU056",",00","2012"
"MUNICIPALIDAD DE HUARA","MU107","10,16","2012"
"MUNICIPALIDAD DE LOLOL","MU147",",00","2012"
"MUNICIPALIDAD DE PEMUCO","MU208","21,07","2012"
"MUNICIPALIDAD DE TIERRA AMARILLA","MU318",",00","2012"
"MUNICIPALIDAD DE YERBAS BUENAS","MU342","31,59","2012"
"MUNICIPALIDAD DE LAMPA","MU132","11,69","2012"
"MUNICIPALIDAD DE CONCÓN","MU063","75,15","2012"
"MUNICIPALIDAD DE ANGOL","MU008","11,51","2012"
"MUNICIPALIDAD DE DIEGO DE ALMAGRO","MU080","22,62","2012"
"MUNICIPALIDAD DE CAUQUENES","MU033","9,04","2012"
"MUNICIPALIDAD DE PERALILLO","MU213","23,32","2012"
"MUNICIPALIDAD DE RENGO","MU266","16,41","2012"
"MUNICIPALIDAD DE TOCOPILLA","MU322","30,24","2012"
"MUNICIPALIDAD DE VILCÚN","MU336","30,23","2012"
"MUNICIPALIDAD DE REQUÍNOA","MU267","19,29","2012"
"MUNICIPALIDAD DE PAILLACO","MU196","27,95","2012"
"MUNICIPALIDAD DE SAN PABLO","MU296","64,22","2012"
"MUNICIPALIDAD DE TRAIGUÉN","MU327","9,33","2012"
"MUNICIPALIDAD DE LO ESPEJO","MU145","55,55","2012"
"MUNICIPALIDAD DE GRANEROS","MU100","47,81","2012"
"MUNICIPALIDAD DE HUALPÉN","MU105","91,95","2012"
"MUNICIPALIDAD DE PITRUFQUÉN","MU222","31,07","2012"
"MUNICIPALIDAD DE PUERTO OCTAY","MU235","12,25","2012"
"MUNICIPALIDAD DE TOME","MU324","67,68","2012"
"MUNICIPALIDAD DE CHIMBARONGO","MU044","56,38","2012"
"MUNICIPALIDAD DE COPIAPÓ","MU066","46,86","2012"
"MUNICIPALIDAD DE LOS LAGOS","MU154","29,29","2012"
"MUNICIPALIDAD DE MARÍA PINTO","MU167","9,65","2012"
"MUNICIPALIDAD DE EL BOSQUE","MU082","33,18","2012"
"MUNICIPALIDAD DE LA FLORIDA","MU120","66,88","2012"
"MUNICIPALIDAD DE PUERTO VARAS","MU236","46,69","2012"
"MUNICIPALIDAD DE LOS ALAMOS","MU151","5,03","2012"
"MUNICIPALIDAD DE PEÑALOLÉN","MU212","95,50","2012"
"MUNICIPALIDAD DE CONCEPCIÓN","MU061","25,77","2012"
"MUNICIPALIDAD DE TALCAHUANO","MU313","6,98","2012"
"MUNICIPALIDAD DE CHIGUAYANTE","MU040","25,10","2012"
"MUNICIPALIDAD DE LA PINTANA","MU124","81,38","2012"
"MUNICIPALIDAD DE LEBU","MU137","10,37","2012"
"MUNICIPALIDAD DE MAULE","MU169","30,50","2012"
"MUNICIPALIDAD DE PARRAL","MU204","55,70","2012"
"MUNICIPALIDAD DE COLBÚN","MU055","42,73","2012"
"MUNICIPALIDAD DE CUNCO","MU071","15,63","2012"
"MUNICIPALIDAD DE LA LIGUA","MU123","13,18","2012"
"MUNICIPALIDAD DE LLAY LLAY","MU143","35,64","2012"
"MUNICIPALIDAD DE OLIVAR","MU188","22,64","2012"
"MUNICIPALIDAD DE PICA","MU217","9,05","2012"
"MUNICIPALIDAD DE VICUÑA","MU335","30,86","2012"
"MUNICIPALIDAD DE QUELLÓN","MU247","20,22","2012"
"MUNICIPALIDAD DE LO BARNECHEA","MU144","68,43","2012"
"MUNICIPALIDAD DE CONCHALÍ","MU062","58,94","2012"
"MUNICIPALIDAD DE EL TABO","MU086","52,35","2012"
"MUNICIPALIDAD DE PAPUDO","MU202","42,07","2012"
"MUNICIPALIDAD DE PICHIDEGUA","MU218","23,90","2012"
"MUNICIPALIDAD DE SAN FERNANDO","MU287","37,46","2012"
"MUNICIPALIDAD DE GUAITECAS","MU101","9,18","2012"
"MUNICIPALIDAD DE NEGRETE","MU181","15,33","2012"
"MUNICIPALIDAD DE YUMBEL","MU343","26,68","2012"
"MUNICIPALIDAD DE SAN PEDRO DE ATACAMA","MU298","36,15","2012"
"MUNICIPALIDAD DE PUMANQUE","MU237",",00","2012"
"MUNICIPALIDAD DE SAN IGNACIO","MU289","31,47","2012"
"MUNICIPALIDAD DE SANTA CRUZ","MU305","53,05","2012"
"MUNICIPALIDAD DE TALTAL","MU314","13,71","2012"
"MUNICIPALIDAD DE CABRERO","MU018","15,08","2012"
"MUNICIPALIDAD DE CURICÓ","MU078","36,62","2012"
"MUNICIPALIDAD DE LUMACO","MU159","12,59","2012"
"MUNICIPALIDAD DE PINTO","MU220","69,10","2012"
"MUNICIPALIDAD DE LOS ANDES","MU152","29,28","2012"
"MUNICIPALIDAD DE CERRO NAVIA","MU035","46,10","2012"
"MUNICIPALIDAD DE CHANCO","MU037","2,86","2012"
"MUNICIPALIDAD DE CHILLÁN VIEJO","MU043","39,59","2012"
"MUNICIPALIDAD DE CONSTITUCIÓN","MU064","13,71","2012"
"MUNICIPALIDAD DE MOLINA","MU174","39,55","2012"
"MUNICIPALIDAD DE MONTE PATRIA","MU175","10,57","2012"
"MUNICIPALIDAD DE SAN BERNARDO","MU281","95,50","2012"
"MUNICIPALIDAD DE RÍO HURTADO","MU272","54,01","2012"
"MUNICIPALIDAD DE ZAPALLAR","MU345","75,05","2012"
"MUNICIPALIDAD DE FLORIDA","MU090","20,13","2012"
