"Nombre","CodigoInstitucion","Puntaje","Ano"
"MUNICIPALIDAD DE MELIPILLA","MU173","71,77","2015"
"MUNICIPALIDAD DE LA UNIÓN","MU127","81,54","2015"
"MUNICIPALIDAD DE LANCO","MU133","20,37","2015"
"MUNICIPALIDAD DE PADRE HURTADO","MU193","81,88","2015"
"MUNICIPALIDAD DE CHANCO","MU037","27,33","2015"
"MUNICIPALIDAD DE EMPEDRADO","MU087","53,35","2015"
"MUNICIPALIDAD DE SAN CLEMENTE","MU283","79,32","2015"
"MUNICIPALIDAD DE CALDERA","MU021","54,64","2015"
"MUNICIPALIDAD DE HUASCO","MU108","38,00","2015"
"MUNICIPALIDAD DE OLLAGÜE","MU189","44,48","2015"
"MUNICIPALIDAD DE PICA","MU217","77,98","2015"
"MUNICIPALIDAD DE SIERRA GORDA","MU310","74,83","2015"
"MUNICIPALIDAD DE QUELLÓN","MU247","96,76","2015"
"MUNICIPALIDAD DE PUERTO OCTAY","MU235","54,74","2015"
"MUNICIPALIDAD DE SAN JUAN DE LA COSTA","MU293","85,58","2015"
"MUNICIPALIDAD DE SANTA BÁRBARA","MU304","64,17","2015"
"MUNICIPALIDAD DE PEÑALOLÉN","MU212","97,95","2015"
"MUNICIPALIDAD DE PUDAHUEL","MU231","78,78","2015"
"MUNICIPALIDAD DE QUINTA NORMAL","MU257","84,80","2015"
"MUNICIPALIDAD DE RENCA","MU265","84,12","2015"
"MUNICIPALIDAD DE SAN MIGUEL","MU294","84,96","2015"
"MUNICIPALIDAD DE YUNGAY","MU344","54,62","2015"
"MUNICIPALIDAD DE NEGRETE","MU181","40,06","2015"
"MUNICIPALIDAD DE RIO BUENO","MU270","36,59","2015"
"MUNICIPALIDAD DE CONCÓN","MU063","68,36","2015"
"MUNICIPALIDAD DE MOLINA","MU174","74,79","2015"
"MUNICIPALIDAD DE CERRILLOS","MU034","81,10","2015"
"MUNICIPALIDAD DE ANTOFAGASTA","MU009","79,61","2015"
"MUNICIPALIDAD DE BULNES","MU015","43,69","2015"
"MUNICIPALIDAD DE CAÑETE","MU027","84,66","2015"
"MUNICIPALIDAD DE MARÍA ELENA","MU166","60,93","2015"
"MUNICIPALIDAD DE MAIPÚ","MU163","91,36","2015"
"MUNICIPALIDAD DE CHAITÉN","MU036","41,42","2015"
"MUNICIPALIDAD DE DALCAHUE","MU079","74,80","2015"
"MUNICIPALIDAD DE ALTO BÍOBÍO","MU003","65,38","2015"
"MUNICIPALIDAD DE PAIHUANO","MU195","59,36","2015"
"MUNICIPALIDAD DE SAN PABLO","MU296","39,39","2015"
"MUNICIPALIDAD DE PELLUHUE","MU207","49,04","2015"
"MUNICIPALIDAD DE ARAUCO","MU011","72,45","2015"
"MUNICIPALIDAD DE OSORNO","MU191","81,37","2015"
"MUNICIPALIDAD DE PEUMO","MU216","48,31","2015"
"MUNICIPALIDAD DE RAUCO","MU262","66,44","2015"
"MUNICIPALIDAD DE FUTRONO","MU096","55,08","2015"
"MUNICIPALIDAD DE ISLA DE MAIPO","MU113","44,01","2015"
"MUNICIPALIDAD DE TREHUACO","MU328","60,43","2015"
"MUNICIPALIDAD DE LONCOCHE","MU148","81,42","2015"
"MUNICIPALIDAD DE CANELA","MU026","67,10","2015"
"MUNICIPALIDAD DE TOME","MU324","51,48","2015"
"MUNICIPALIDAD DE VITACURA","MU341","95,13","2015"
"MUNICIPALIDAD DE FRUTILLAR","MU094","45,70","2015"
"MUNICIPALIDAD DE TIERRA AMARILLA","MU318","67,12","2015"
"MUNICIPALIDAD DE PARRAL","MU204","95,46","2015"
"MUNICIPALIDAD DE PUTRE","MU244","25,67","2015"
"MUNICIPALIDAD DE DIEGO DE ALMAGRO","MU080","28,98","2015"
"MUNICIPALIDAD DE ERCILLA","MU088","75,93","2015"
"MUNICIPALIDAD DE PADRE LAS CASAS","MU194","98,07","2015"
"MUNICIPALIDAD DE VILLARRICA","MU339","50,10","2015"
"MUNICIPALIDAD DE YERBAS BUENAS","MU342","85,15","2015"
"MUNICIPALIDAD DE PITRUFQUÉN","MU222","89,67","2015"
"MUNICIPALIDAD DE ISLA DE PASCUA","MU114","60,92","2015"
"MUNICIPALIDAD DE TORTEL","MU326","86,16","2015"
"MUNICIPALIDAD DE TIRÚA","MU321","68,37","2015"
"MUNICIPALIDAD DE TUCAPEL","MU329","58,05","2015"
"MUNICIPALIDAD DE QUINTA DE TILCOCO","MU256","76,99","2015"
"MUNICIPALIDAD DE MÁFIL","MU162","79,23","2015"
"MUNICIPALIDAD DE PENCO","MU210","90,62","2015"
"MUNICIPALIDAD DE VICHUQUÉN","MU333","78,49","2015"
"MUNICIPALIDAD DE VIÑA DEL MAR","MU340","88,94","2015"
"MUNICIPALIDAD DE GENERAL LAGOS","MU098","62,60","2015"
"MUNICIPALIDAD DE ROMERAL","MU276","71,12","2015"
"MUNICIPALIDAD DE RENGO","MU266","84,57","2015"
"MUNICIPALIDAD DE LOS ANDES","MU152","81,40","2015"
"MUNICIPALIDAD DE SANTA JUANA","MU306","85,63","2015"
"MUNICIPALIDAD DE LICANTÉN","MU138","44,19","2015"
"MUNICIPALIDAD DE JUAN FERNÁNDEZ","MU115","69,04","2015"
"MUNICIPALIDAD DE MALLOA","MU164","82,44","2015"
"MUNICIPALIDAD DE LOS MUERMOS","MU155","31,89","2015"
"MUNICIPALIDAD DE CONTULMO","MU065","78,36","2015"
"MUNICIPALIDAD DE COPIAPÓ","MU066","90,71","2015"
"MUNICIPALIDAD DE PALMILLA","MU199","38,08","2015"
"MUNICIPALIDAD DE MEJILLONES","MU171","72,11","2015"
"MUNICIPALIDAD DE EL QUISCO","MU085","55,03","2015"
"MUNICIPALIDAD DE COMBARBALÁ","MU060","21,58","2015"
"MUNICIPALIDAD DE CHILLÁN","MU042","86,01","2015"
"MUNICIPALIDAD DE PUNITAQUI","MU238","61,81","2015"
"MUNICIPALIDAD DE CABRERO","MU018","62,93","2015"
"MUNICIPALIDAD DE LO BARNECHEA","MU144","87,76","2015"
"MUNICIPALIDAD DE TEMUCO","MU315","74,04","2015"
"MUNICIPALIDAD DE PRIMAVERA","MU227","92,61","2015"
"MUNICIPALIDAD DE OLMUÉ","MU190","83,23","2015"
"MUNICIPALIDAD DE VILLA ALEGRE","MU337","85,59","2015"
"MUNICIPALIDAD DE GUAITECAS","MU101","59,70","2015"
"MUNICIPALIDAD DE PURRANQUE","MU242","94,70","2015"
"MUNICIPALIDAD DE LA REINA","MU125","85,43","2015"
"MUNICIPALIDAD DE PELARCO","MU206","39,96","2015"
"MUNICIPALIDAD DE PUERTO MONTT","MU233",",00","2015"
"MUNICIPALIDAD DE TORRES DEL PAINE","MU325","39,97","2015"
"MUNICIPALIDAD DE LAGO RANCO","MU128","41,15","2015"
"MUNICIPALIDAD DE PICHIDEGUA","MU218","45,72","2015"
"MUNICIPALIDAD DE EL BOSQUE","MU082","67,13","2015"
"MUNICIPALIDAD DE CURICÓ","MU078","78,06","2015"
"MUNICIPALIDAD DE MOSTAZAL","MU176","86,41","2015"
"MUNICIPALIDAD DE FREIRE","MU091","70,87","2015"
"MUNICIPALIDAD DE SAGRADA FAMILIA","MU278","35,26","2015"
"MUNICIPALIDAD DE QUEMCHI","MU248","83,51","2015"
"MUNICIPALIDAD DE SAN RAMÓN","MU301","75,35","2015"
"MUNICIPALIDAD DE ESTACIÓN CENTRAL","MU089","65,40","2015"
"MUNICIPALIDAD DE MAULLÍN","MU170","31,25","2015"
"MUNICIPALIDAD DE CHÉPICA","MU039","84,12","2015"
"MUNICIPALIDAD DE MARÍA PINTO","MU167","56,61","2015"
"MUNICIPALIDAD DE HUECHURABA","MU109","71,06","2015"
"MUNICIPALIDAD DE INDEPENDENCIA","MU111","89,04","2015"
"MUNICIPALIDAD DE GALVARINO","MU097","37,67","2015"
"MUNICIPALIDAD DE GORBEA","MU099","57,86","2015"
"MUNICIPALIDAD DE CHIMBARONGO","MU044","86,88","2015"
"MUNICIPALIDAD DE HUALAÑÉ","MU104","54,21","2015"
"MUNICIPALIDAD DE VILLA ALEMANA","MU338","69,61","2015"
"MUNICIPALIDAD DE SAN PEDRO DE LA PAZ","MU299","82,83","2015"
"MUNICIPALIDAD DE TALCA","MU312","67,76","2015"
"MUNICIPALIDAD DE PUNTA ARENAS","MU239","88,96","2015"
"MUNICIPALIDAD DE CERRO NAVIA","MU035","93,06","2015"
"MUNICIPALIDAD DE QUILLÓN","MU252","81,18","2015"
"MUNICIPALIDAD DE CALBUCO","MU020","94,10","2015"
"MUNICIPALIDAD DE QUEILÉN","MU246","44,22","2015"
"MUNICIPALIDAD DE QUILICURA","MU250","69,80","2015"
"MUNICIPALIDAD DE FREIRINA","MU092","42,62","2015"
"MUNICIPALIDAD DE TEODORO SCHMIDT","MU317","52,98","2015"
"MUNICIPALIDAD DE LO PRADO","MU146","79,19","2015"
"MUNICIPALIDAD DE LOS LAGOS","MU154","68,23","2015"
"MUNICIPALIDAD DE COINCO","MU054","82,43","2015"
"MUNICIPALIDAD DE YUMBEL","MU343","70,08","2015"
"MUNICIPALIDAD DE LA HIGUERA","MU122","43,92","2015"
"MUNICIPALIDAD DE SAN IGNACIO","MU289","38,56","2015"
"MUNICIPALIDAD DE NAVIDAD","MU180","44,67","2015"
"MUNICIPALIDAD DE HUARA","MU107","36,32","2015"
"MUNICIPALIDAD DE CALLE LARGA","MU023","54,47","2015"
"MUNICIPALIDAD DE CABILDO","MU016","69,69","2015"
"MUNICIPALIDAD DE HUALPÉN","MU105","97,48","2015"
"MUNICIPALIDAD DE CURACAVÍ","MU073","83,65","2015"
"MUNICIPALIDAD DE PUMANQUE","MU237","68,70","2015"
"MUNICIPALIDAD DE PICHILEMU","MU219","88,43","2015"
"MUNICIPALIDAD DE TALCAHUANO","MU313","69,07","2015"
"MUNICIPALIDAD DE MONTE PATRIA","MU175","67,09","2015"
"MUNICIPALIDAD DE CAMIÑA","MU025","54,29","2015"
"MUNICIPALIDAD DE CARTAGENA","MU029","73,24","2015"
"MUNICIPALIDAD DE MULCHÉN","MU177","83,02","2015"
"MUNICIPALIDAD DE RÍO VERDE","MU275","66,12","2015"
"MUNICIPALIDAD DE TALTAL","MU314","50,48","2015"
"MUNICIPALIDAD DE MACUL","MU161","90,15","2015"
"MUNICIPALIDAD DE PEÑAFLOR","MU211","54,25","2015"
"MUNICIPALIDAD DE PAREDONES","MU203","40,81","2015"
"MUNICIPALIDAD DE LA CALERA","MU116","80,98","2015"
"MUNICIPALIDAD DE CHOLCHOL","MU045","68,94","2015"
"MUNICIPALIDAD DE PAPUDO","MU202","96,45","2015"
"MUNICIPALIDAD DE ALTO DEL CARMEN","MU004","27,07","2015"
"MUNICIPALIDAD DE PROVIDENCIA","MU228","99,41","2015"
"MUNICIPALIDAD DE NANCAGUA","MU179","85,33","2015"
"MUNICIPALIDAD DE SAN JOAQUÍN","MU291","93,90","2015"
"MUNICIPALIDAD DE PINTO","MU220","34,80","2015"
"MUNICIPALIDAD DE PIRQUE","MU221","77,44","2015"
"MUNICIPALIDAD DE TILTIL","MU319","62,69","2015"
"MUNICIPALIDAD DE LA SERENA","MU126","92,67","2015"
"MUNICIPALIDAD DE SAN PEDRO DE ATACAMA","MU298","64,11","2015"
"MUNICIPALIDAD DE LA ESTRELLA","MU119","25,26","2015"
"MUNICIPALIDAD DE RÍO HURTADO","MU272","49,00","2015"
"MUNICIPALIDAD DE O'HIGGINS","MU187","58,57","2015"
"MUNICIPALIDAD DE CODEGUA","MU051","99,29","2015"
"MUNICIPALIDAD DE CHILE CHICO","MU041","33,23","2015"
"MUNICIPALIDAD DE RETIRO","MU268","53,53","2015"
"MUNICIPALIDAD DE LA FLORIDA","MU120","72,71","2015"
"MUNICIPALIDAD DE HUALQUI","MU106","60,50","2015"
"MUNICIPALIDAD DE OLIVAR","MU188","56,67","2015"
"MUNICIPALIDAD DE BUIN","MU014","61,94","2015"
"MUNICIPALIDAD DE QUINTERO","MU258","51,30","2015"
"MUNICIPALIDAD DE TOLTÉN","MU323","61,36","2015"
"MUNICIPALIDAD DE MACHALÍ","MU160","99,62","2015"
"MUNICIPALIDAD DE LA LIGUA","MU123","51,53","2015"
"MUNICIPALIDAD DE ANCUD","MU006","76,66","2015"
"MUNICIPALIDAD DE EL CARMEN","MU083","79,64","2015"
"MUNICIPALIDAD DE SAN ANTONIO","MU280","46,17","2015"
"MUNICIPALIDAD DE SAN ROSENDO","MU302","65,34","2015"
"MUNICIPALIDAD DE QUILACO","MU249","34,66","2015"
"MUNICIPALIDAD DE CONSTITUCIÓN","MU064","73,97","2015"
"MUNICIPALIDAD DE ÑUÑOA","MU186","62,24","2015"
"MUNICIPALIDAD DE LIMACHE","MU139","83,12","2015"
"MUNICIPALIDAD DE GRANEROS","MU100","42,99","2015"
"MUNICIPALIDAD DE FRESIA","MU093","64,19","2015"
"MUNICIPALIDAD DE SAN GREGORIO","MU288","35,16","2015"
"MUNICIPALIDAD DE CHAÑARAL","MU038","59,92","2015"
"MUNICIPALIDAD DE ANTUCO","MU010","85,19","2015"
"MUNICIPALIDAD DE QUILLOTA","MU253","84,12","2015"
"MUNICIPALIDAD DE HUALAIHUÉ","MU103","37,47","2015"
"MUNICIPALIDAD DE CAMARONES","MU024","23,46","2015"
"MUNICIPALIDAD DE LLANQUIHUE","MU142","41,24","2015"
"MUNICIPALIDAD DE RANCAGUA","MU260","62,74","2015"
"MUNICIPALIDAD DE PERQUENCO","MU214","57,03","2015"
"MUNICIPALIDAD DE QUILPUÉ","MU254","92,00","2015"
"MUNICIPALIDAD DE RÍO NEGRO","MU274","27,46","2015"
"MUNICIPALIDAD DE MAULE","MU169","37,41","2015"
"MUNICIPALIDAD DE CASTRO","MU031","78,88","2015"
"MUNICIPALIDAD DE SAN FERNANDO","MU287","33,87","2015"
"MUNICIPALIDAD DE COLBÚN","MU055","86,70","2015"
"MUNICIPALIDAD DE PALENA","MU198","31,30","2015"
"MUNICIPALIDAD DE RÍO IBÁÑEZ","MU273","22,20","2015"
"MUNICIPALIDAD DE PAILLACO","MU196","63,37","2015"
"MUNICIPALIDAD DE OVALLE","MU192","75,77","2015"
"MUNICIPALIDAD DE FUTALEUFÚ","MU095","53,17","2015"
"MUNICIPALIDAD DE COQUIMBO","MU067","99,29","2015"
"MUNICIPALIDAD DE ZAPALLAR","MU345","76,35","2015"
"MUNICIPALIDAD DE VILCÚN","MU336","29,75","2015"
"MUNICIPALIDAD DE LAMPA","MU132","66,84","2015"
"MUNICIPALIDAD DE QUINCHAO","MU255","48,30","2015"
"MUNICIPALIDAD DE LLAY LLAY","MU143","42,25","2015"
"MUNICIPALIDAD DE CARAHUE","MU028","56,21","2015"
"MUNICIPALIDAD DE PUCÓN","MU230","29,01","2015"
"MUNICIPALIDAD DE LONGAVÍ","MU149","66,35","2015"
"MUNICIPALIDAD DE SAN BERNARDO","MU281","97,86","2015"
"MUNICIPALIDAD DE LOS ALAMOS","MU151","28,89","2015"
"MUNICIPALIDAD DE PUTAENDO","MU243","84,52","2015"
"MUNICIPALIDAD DE VALDIVIA","MU330","58,44","2015"
"MUNICIPALIDAD DE CUREPTO","MU077","41,55","2015"
"MUNICIPALIDAD DE LOS VILOS","MU157","38,43","2015"
"MUNICIPALIDAD DE COCHAMÓ","MU049","87,51","2015"
"MUNICIPALIDAD DE CAUQUENES","MU033","76,46","2015"
"MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA","MU017","26,26","2015"
"MUNICIPALIDAD DE TOCOPILLA","MU322","35,57","2015"
"MUNICIPALIDAD DE PLACILLA","MU223","57,57","2015"
"MUNICIPALIDAD DE CONCEPCIÓN","MU061","62,35","2015"
"MUNICIPALIDAD DE SAN PEDRO DE MELIPILLA","MU297","40,38","2015"
"MUNICIPALIDAD DE ALTO HOSPICIO","MU005","82,74","2015"
"MUNICIPALIDAD DE PUYEHUE","MU245","90,78","2015"
"MUNICIPALIDAD DE LAS CABRAS","MU134","47,32","2015"
"MUNICIPALIDAD DE LAJA","MU131","81,35","2015"
"MUNICIPALIDAD DE PORVENIR","MU225","80,66","2015"
"MUNICIPALIDAD DE CISNES","MU047","81,53","2015"
"MUNICIPALIDAD DE COLINA","MU057","96,79","2015"
"MUNICIPALIDAD DE PEDRO AGUIRRE CERDA","MU205","96,55","2015"
"MUNICIPALIDAD DE HIJUELAS","MU102","85,42","2015"
"MUNICIPALIDAD DE VICUÑA","MU335","58,45","2015"
"MUNICIPALIDAD DE SANTA MARÍA","MU307","83,36","2015"
"MUNICIPALIDAD DE CORONEL","MU068","80,84","2015"
"MUNICIPALIDAD DE RÍO CLARO","MU271","65,98","2015"
"MUNICIPALIDAD DE SAN FABIÁN","MU285","43,04","2015"
"MUNICIPALIDAD DE LONQUIMAY","MU150","64,81","2015"
"MUNICIPALIDAD DE LOS ANGELES","MU153","73,70","2015"
"MUNICIPALIDAD DE CURACO DE VÉLEZ","MU074","72,12","2015"
"MUNICIPALIDAD DE MARIQUINA","MU168","53,93","2015"
"MUNICIPALIDAD DE DOÑIHUE","MU081","93,04","2015"
"MUNICIPALIDAD DE PUENTE ALTO","MU232","75,09","2015"
"MUNICIPALIDAD DE CURARREHUE","MU076","46,46","2015"
"MUNICIPALIDAD DE NACIMIENTO","MU178","58,33","2015"
"MUNICIPALIDAD DE ALHUÉ","MU002","27,59","2015"
"MUNICIPALIDAD DE TRAIGUÉN","MU327","72,98","2015"
"MUNICIPALIDAD DE LO ESPEJO","MU145","58,79","2015"
"MUNICIPALIDAD DE TIMAUKEL","MU320","27,92","2015"
"MUNICIPALIDAD DE SANTIAGO","MU308","99,18","2015"
"MUNICIPALIDAD DE FLORIDA","MU090","87,10","2015"
"MUNICIPALIDAD DE NINHUE","MU182","63,26","2015"
"MUNICIPALIDAD DE COYHAIQUE","MU070","93,63","2015"
"MUNICIPALIDAD DE PAINE","MU197","70,66","2015"
"MUNICIPALIDAD DE TENO","MU316","67,66","2015"
"MUNICIPALIDAD DE SAN FELIPE","MU286","95,00","2015"
"MUNICIPALIDAD DE CASABLANCA","MU030","87,08","2015"
"MUNICIPALIDAD DE CALAMA","MU019","46,65","2015"
"MUNICIPALIDAD DE RENAICO","MU264","64,46","2015"
"MUNICIPALIDAD DE CURACAUTÍN","MU072","83,32","2015"
"MUNICIPALIDAD DE EL MONTE","MU084","26,24","2015"
"MUNICIPALIDAD DE PUERTO NATALES","MU234","63,39","2015"
"MUNICIPALIDAD DE POZO ALMONTE","MU226","94,44","2015"
"MUNICIPALIDAD DE SALAMANCA","MU279","40,31","2015"
"MUNICIPALIDAD DE PUERTO VARAS","MU236","63,97","2015"
"MUNICIPALIDAD DE COBQUECURA","MU048","36,65","2015"
"MUNICIPALIDAD DE EL TABO","MU086","64,95","2015"
"MUNICIPALIDAD DE PANQUEHUE","MU201","72,08","2015"
"MUNICIPALIDAD DE QUILLECO","MU251","69,74","2015"
"MUNICIPALIDAD DE PURÉN","MU241","89,85","2015"
"MUNICIPALIDAD DE VALLENAR","MU331","34,37","2015"
"MUNICIPALIDAD DE LAUTARO","MU136","70,66","2015"
"MUNICIPALIDAD DE LA CRUZ","MU118","72,48","2015"
"MUNICIPALIDAD DE CUNCO","MU071","59,67","2015"
"MUNICIPALIDAD DE NUEVA IMPERIAL","MU184","70,44","2015"
"MUNICIPALIDAD DE TALAGANTE","MU311","100,00","2015"
"MUNICIPALIDAD DE IQUIQUE","MU112","78,20","2015"
"MUNICIPALIDAD DE COLCHANE","MU056","47,67","2015"
"MUNICIPALIDAD DE LOS SAUCES","MU156","41,77","2015"
"MUNICIPALIDAD DE PUQUELDÓN","MU240","53,90","2015"
"MUNICIPALIDAD DE COLTAUCO","MU059","6,53","2015"
"MUNICIPALIDAD DE COCHRANE","MU050","42,52","2015"
"MUNICIPALIDAD DE LAGO VERDE","MU129","43,10","2015"
"MUNICIPALIDAD DE LA GRANJA","MU121","85,62","2015"
"MUNICIPALIDAD DE CORRAL","MU069","37,49","2015"
"MUNICIPALIDAD DE PERALILLO","MU213","78,54","2015"
"MUNICIPALIDAD DE RECOLETA","MU263","71,66","2015"
"MUNICIPALIDAD DE LAGUNA BLANCA","MU130","70,02","2015"
"MUNICIPALIDAD DE ÑIQUÉN","MU185","96,73","2015"
"MUNICIPALIDAD DE CHONCHI","MU046","82,16","2015"
"MUNICIPALIDAD DE SAN JOSÉ DE MAIPO","MU292","81,72","2015"
"MUNICIPALIDAD DE CHIGUAYANTE","MU040","38,13","2015"
"MUNICIPALIDAD DE COELEMU","MU052","61,61","2015"
"MUNICIPALIDAD DE MARCHIGUE","MU165","68,03","2015"
"MUNICIPALIDAD DE ARICA","MU012","66,24","2015"
"MUNICIPALIDAD DE PENCAHUE","MU209","74,12","2015"
