"code","municipality","year","variable","value"
13132,"VITACURA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",83233200000
13201,"PUENTE ALTO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",84495069000
13202,"PIRQUE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",8381697000
13203,"SAN JOSÉ DE MAIPO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",4663889000
13301,"COLINA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",32359200000
13302,"LAMPA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",24470436000
13303,"TILTIL","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3405279000
13401,"SAN BERNARDO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",45857953000
13402,"BUIN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",21534592000
13403,"CALERA DE TANGO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",8153329000
13404,"PAINE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",10528698000
13501,"MELIPILLA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",16702031000
13502,"ALHUÉ","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3035024000
13503,"CURACAVÍ","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",5287028000
13504,"MARÍA PINTO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3813048000
13505,"SAN PEDRO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1979360000
13601,"TALAGANTE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",10540092000
13602,"EL MONTE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",5733753000
13603,"ISLA DE MAIPO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",5359836000
13604,"PADRE HURTADO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",8296553000
13605,"PEÑAFLOR","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",11688233000
14101,"VALDIVIA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",27524224000
14102,"CORRAL","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1883728000
14103,"LANCO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3629123000
14104,"LOS LAGOS","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3523487000
14105,"MÁFIL","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1729496000
14106,"MARIQUINA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3335885000
14107,"PAILLACO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3478554000
14108,"PANGUIPULLI","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",12522454000
14201,"LA UNIÓN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",5163614000
14202,"FUTRONO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3454479000
14203,"LAGO RANCO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2029110000
14204,"RÍO BUENO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",5589907000
15101,"ARICA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",30625023000
15102,"CAMARONES","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2297711000
15201,"PUTRE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2798292000
15202,"GENERAL LAGOS","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1547216000
16101,"CHILLÁN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",27489454000
16102,"BULNES","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",4158512000
16103,"CHILLÁN VIEJO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",4656751000
16104,"EL CARMEN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3095653000
16105,"PEMUCO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2559631000
16106,"PINTO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2989449000
16107,"QUILLÓN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",4114400000
16108,"SAN IGNACIO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3209510000
16109,"YUNGAY","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3547203000
16201,"QUIRIHUE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3060224000
16202,"COBQUECURA","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2692235000
16203,"COELEMU","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3889740000
16204,"NINHUE","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1764490000
16205,"PORTEZUELO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1623805000
16206,"RÁNQUIL","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1874391000
16207,"TREHUACO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2084258000
16301,"SAN CARLOS","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",9385689000
16302,"COIHUECO","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3833509000
16303,"ÑIQUÉN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",3114054000
16304,"SAN FABIÁN","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",1640991000
16305,"SAN NICOLÁS","2016","PRESUPUESTO INICIAL SECTOR MUNICIPAL",2600979000
