"id","year","cut_reg","region","cut_prov","province","cut_com","commune","area","egi","egi_std"
"280",2016,8,"Biobío",84,"Ñuble",8404,"Coelemu",342.32,4.25,4.70945945945946
"281",2016,8,"Biobío",84,"Ñuble",8408,"Ninhue",403.19,3.5,3.87837837837838
"282",2016,8,"Biobío",84,"Ñuble",8412,"Portezuelo",289.24,3.25,3.60135135135135
"283",2016,8,"Biobío",84,"Ñuble",8415,"Ranquil",247.42,3,3.32432432432432
"284",2016,8,"Biobío",84,"Ñuble",8420,"Treguaco",313,3.25,3.60135135135135
"285",2016,8,"Biobío",84,"Ñuble",8416,"San Carlos",877.81,1.5,1.66216216216216
"286",2016,8,"Biobío",84,"Ñuble",8405,"Coihueco",1771.65,2.25,2.49324324324324
"287",2016,8,"Biobío",84,"Ñuble",8409,"Ñiquén",492.34,2,2.21621621621622
"288",2016,8,"Biobío",84,"Ñuble",8417,"San Fabián",1541.59,NA,NA
"289",2016,8,"Biobío",84,"Ñuble",8419,"San Nicolás",565.94,3,3.32432432432432
"290",2016,13,"Metropolitana de Santiago",133,"Chacabuco",13303,"Tiltil",654.65,4,4.43243243243243
"291",2016,13,"Metropolitana de Santiago",133,"Chacabuco",13301,"Colina",970.86,5.75,6.37162162162162
"292",2016,13,"Metropolitana de Santiago",133,"Chacabuco",13302,"Lampa",449.52,2.5,2.77027027027027
"293",2016,13,"Metropolitana de Santiago",131,"Santiago",13125,"Quilicura",57.32,4.5,4.98648648648649
"294",2016,13,"Metropolitana de Santiago",131,"Santiago",13124,"Pudahuel",198.57,4,4.43243243243243
"295",2016,13,"Metropolitana de Santiago",131,"Santiago",13103,"Cerro Navia",11.05,2.5,2.77027027027027
"296",2016,13,"Metropolitana de Santiago",131,"Santiago",13128,"Renca",23.68,4.25,4.70945945945946
"297",2016,13,"Metropolitana de Santiago",131,"Santiago",13126,"Quinta Normal",11.8,5,5.54054054054054
"298",2016,13,"Metropolitana de Santiago",131,"Santiago",13107,"Huechuraba",44.98,5.75,6.37162162162162
"299",2016,13,"Metropolitana de Santiago",131,"Santiago",13104,"Conchalí",10.94,4.5,4.98648648648649
"300",2016,13,"Metropolitana de Santiago",131,"Santiago",13108,"Independencia",7.35,6.75,7.47972972972973
"301",2016,13,"Metropolitana de Santiago",131,"Santiago",13127,"Recoleta",15.61,4.5,4.98648648648649
"302",2016,13,"Metropolitana de Santiago",131,"Santiago",13132,"Vitacura",28.59,5.25,5.81756756756757
"303",2016,13,"Metropolitana de Santiago",131,"Santiago",13123,"Providencia",14.44,7.25,8.03378378378378
"304",2016,13,"Metropolitana de Santiago",131,"Santiago",13114,"Las Condes",99.06,7.75,8.58783783783784
"305",2016,13,"Metropolitana de Santiago",131,"Santiago",13120,"Ñuñoa",16.89,4,4.43243243243243
"306",2016,13,"Metropolitana de Santiago",131,"Santiago",13101,"Santiago",23.18,5.25,5.81756756756757
"307",2016,13,"Metropolitana de Santiago",131,"Santiago",13117,"Lo Prado",6.54,2,2.21621621621622
"308",2016,13,"Metropolitana de Santiago",131,"Santiago",13106,"Estación Central",14.37,5.75,6.37162162162162
"309",2016,13,"Metropolitana de Santiago",131,"Santiago",13119,"Maipú",136.8,4.5,4.98648648648649
"310",2016,13,"Metropolitana de Santiago",131,"Santiago",13121,"Pedro Aguirre Cerda",8.73,6.75,7.47972972972973
"311",2016,13,"Metropolitana de Santiago",131,"Santiago",13102,"Cerrillos",16.82,4.25,4.70945945945946
"312",2016,13,"Metropolitana de Santiago",131,"Santiago",13130,"San Miguel",9.63,4,4.43243243243243
"313",2016,13,"Metropolitana de Santiago",131,"Santiago",13129,"San Joaquín",9.94,4.5,4.98648648648649
"314",2016,13,"Metropolitana de Santiago",131,"Santiago",13118,"Macul",12.81,4.5,4.98648648648649
"315",2016,13,"Metropolitana de Santiago",131,"Santiago",13113,"La Reina",23.39,2.75,3.0472972972973
"316",2016,13,"Metropolitana de Santiago",131,"Santiago",13122,"Peñalolén",53.89,5.5,6.09459459459459
"317",2016,13,"Metropolitana de Santiago",131,"Santiago",13116,"Lo Espejo",8.25,6.75,7.47972972972973
"318",2016,13,"Metropolitana de Santiago",131,"Santiago",13109,"La Cisterna",10.01,4.5,4.98648648648649
"319",2016,13,"Metropolitana de Santiago",131,"Santiago",13111,"La Granja",10.05,4,4.43243243243243
"320",2016,13,"Metropolitana de Santiago",131,"Santiago",13131,"San Ramón",6.31,1,1.10810810810811
"321",2016,13,"Metropolitana de Santiago",131,"Santiago",13110,"La Florida",71.04,4.5,4.98648648648649
"322",2016,13,"Metropolitana de Santiago",131,"Santiago",13105,"El Bosque",14.25,5.5,6.09459459459459
"323",2016,13,"Metropolitana de Santiago",131,"Santiago",13112,"La Pintana",30.47,4,4.43243243243243
"324",2016,13,"Metropolitana de Santiago",134,"Maipo",13403,"Calera de Tango",73.22,4,4.43243243243243
"325",2016,13,"Metropolitana de Santiago",132,"Cordillera",13201,"Puente Alto",88.39,4.5,4.98648648648649
"326",2016,13,"Metropolitana de Santiago",136,"Talagante",13601,"Talagante",125.23,3.25,3.60135135135135
"327",2016,13,"Metropolitana de Santiago",134,"Maipo",13402,"Buin",217.03,6,6.64864864864865
"328",2016,13,"Metropolitana de Santiago",134,"Maipo",13401,"San Bernardo",153.85,4.5,4.98648648648649
"329",2016,13,"Metropolitana de Santiago",136,"Talagante",13604,"Padre Hurtado",80.64,5,5.54054054054054
"330",2016,13,"Metropolitana de Santiago",136,"Talagante",13605,"Peñaflor",69.42,4.5,4.98648648648649
"331",2016,13,"Metropolitana de Santiago",136,"Talagante",13602,"El Monte",115.97,4.25,4.70945945945946
"332",2016,5,"Valparaíso",58,"Marga Marga",5802,"Limache",294.88,3.25,3.60135135135135
"333",2016,5,"Valparaíso",51,"Valparaíso",5109,"Viña del Mar",120.56,6,6.64864864864865
"334",2016,5,"Valparaíso",58,"Marga Marga",5804,"Villa Alemana",96.37,4,4.43243243243243
"335",2016,5,"Valparaíso",55,"Quillota",5501,"Quillota",301.24,2,2.21621621621622
"336",2016,8,"Biobío",84,"Ñuble",8406,"Chillán Viejo",262.61,3.25,3.60135135135135
"337",2016,8,"Biobío",81,"Concepción",8111,"Tomé",494.32,1,1.10810810810811
"338",2016,8,"Biobío",81,"Concepción",8107,"Penco",108.38,3,3.32432432432432
"339",2016,8,"Biobío",81,"Concepción",8101,"Concepción",220.2,4.75,5.26351351351351
"340",2016,8,"Biobío",81,"Concepción",8103,"Chiguayante",71.4,4.5,4.98648648648649
"341",2016,8,"Biobío",81,"Concepción",8112,"Hualpén",53.77,3.5,3.87837837837838
"342",2016,8,"Biobío",81,"Concepción",8108,"San Pedro de la Paz",112.86,3.25,3.60135135135135
"343",2016,8,"Biobío",81,"Concepción",8105,"Hualqui",535.85,4.5,4.98648648648649
"344",2016,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12103,"Río Verde",9147.57,NA,NA
"345",2016,5,"Valparaíso",51,"Valparaíso",5103,"Concón",76.93,4,4.43243243243243
