"id","year","cut_reg","region","cut_prov","province","cut_com","commune","area","egi","egi_std","ta","dai","sae","iadm40","iadm44","iadm41","iadm25","iadm33","isoc013","mocosoc","mcosoc","icar007","itpcm","itpc","itpr","itpu","internet_con"
"135",2021,7,"Maule",74,"Linares",7407,"Villa Alegre",188.67,3.5,NA,NA,NA,NA,2627840,473054,800949,26.09,57.97,120,"1","1",91.26,13361,17339,6545,9676,833
"136",2021,7,"Maule",74,"Linares",7408,"Yerbas Buenas",259.03,3.5,NA,NA,NA,NA,2514850,882766,1038724,26.79,41.07,267,"1","0",72.54,14396,19005,11894,6187,165
"137",2021,8,"Biobío",81,"Concepción",8102,"Coronel",281.27,3.5,NA,NA,NA,NA,12020703,6709372,8269484,31.37,42.07,1508,NA,NA,447.14,92881,124753,3188,113074,32741
"138",2021,8,"Biobío",81,"Concepción",8104,"Florida",605.89,4.25,NA,NA,NA,NA,2709537,267201,441066,36.17,46.81,116,"1","0",19.4,9476,11813,6064,4560,471
"139",2021,8,"Biobío",81,"Concepción",8106,"Lota",114.69,NA,NA,NA,NA,NA,7636046,854532,1592231,34.34,40.96,NA,NA,NA,336.7,35307,45791,108,43427,9998
"140",2021,8,"Biobío",81,"Concepción",8109,"Santa Juana",777.43,1.75,NA,NA,NA,NA,3611445,311656,633189,41.54,46.15,651,"1","1",20.14,11319,14723,4155,9594,1330
"141",2021,8,"Biobío",81,"Concepción",8110,"Talcahuano",92.55,4,NA,NA,NA,NA,7912057,12833158,19473230,28.14,47.49,2330,"1","0",1719.6,123389,158203,1429,150320,50998
"142",2021,8,"Biobío",82,"Arauco",8201,"Lebu",564.34,3.5,NA,NA,NA,NA,4545984,493120,727657,29.51,45.9,626,"1","1",48.2,20009,27042,2045,23477,4552
"143",2021,8,"Biobío",82,"Arauco",8202,"Arauco",959.62,NA,NA,NA,NA,NA,5296602,1256122,2749063,34.27,51.05,1285,"1","1",40.32,28952,38545,8937,27320,6147
"144",2021,8,"Biobío",82,"Arauco",8203,"Cañete",1088.57,4.25,NA,NA,NA,NA,6033773,700346,1025686,72.53,43.96,246,"1","1",48.45,27005,36822,15043,19494,3824
"145",2021,8,"Biobío",82,"Arauco",8204,"Contulmo",638.95,4,NA,NA,NA,NA,2589997,138168,223699,38.89,55.56,72,"1","1",6.56,4824,6313,2970,3061,807
"146",2021,8,"Biobío",82,"Arauco",8205,"Curanilahue",1002.76,4,NA,NA,NA,NA,4595407,665637,1220621,40.86,39.78,267,"1","0",34.03,25399,33826,2114,30174,6071
"147",2021,8,"Biobío",82,"Arauco",8206,"Los Alamos",600.38,2.75,NA,NA,NA,NA,3376789,354796,593863,34.33,46.27,239,"1","0",37.35,16188,22374,2309,18726,3290
"148",2021,8,"Biobío",82,"Arauco",8207,"Tirúa",626.54,2.75,NA,NA,NA,NA,2949190,124734,282770,34.69,53.06,125,"1","1",17.59,7894,10975,6679,3738,47
"149",2021,8,"Biobío",83,"Biobío",8301,"Los Angeles",1749.02,3.5,NA,NA,NA,NA,16660980,10098069,15891690,36.26,41.34,3181,"1","1",123.97,162003,216695,51244,151087,40916
"150",2021,8,"Biobío",83,"Biobío",8302,"Antuco",1957.43,3.5,NA,NA,NA,NA,2527377,332404,403186,30.77,51.28,79,"1","0",2.28,3345,4291,1996,2077,71
"151",2021,8,"Biobío",83,"Biobío",8303,"Cabrero",657.03,4.25,NA,NA,NA,NA,5454740,1363138,2013571,30,52.22,174,"1","1",47.76,23288,30564,7009,21564,4300
"152",2021,8,"Biobío",83,"Biobío",8304,"Laja",345.18,4,NA,NA,NA,NA,3719280,765280,1220284,32.79,47.54,214,"1","0",70.07,18009,23823,6167,16222,3312
"153",2021,8,"Biobío",83,"Biobío",8305,"Mulchén",1922.24,3.5,NA,NA,NA,NA,4153686,1030998,1542062,34.83,32.58,249,"1","0",16.09,23255,30973,5478,24149,3751
"154",2021,8,"Biobío",83,"Biobío",8306,"Nacimiento",904.52,4,NA,NA,NA,NA,3487675,1441505,1803564,47.25,54.95,326,"1","1",29.82,20906,27880,3284,23031,4698
"155",2021,8,"Biobío",83,"Biobío",8307,"Negrete",155.33,3.5,NA,NA,NA,NA,2080592,438477,562179,34.04,46.81,101,"0","0",66.06,7832,10372,3682,6055,141
"156",2021,8,"Biobío",83,"Biobío",8308,"Quilaco",1124.64,3.5,NA,NA,NA,NA,1446779,206225,256679,29.03,35.48,235,"1","1",3.72,3337,4177,2118,1870,277
"157",2021,8,"Biobío",83,"Biobío",8309,"Quilleco",1118.68,2.5,NA,NA,NA,NA,2139408,346022,470833,37.78,55.56,212,"1","1",8.94,7823,10031,4001,5586,205
"158",2021,8,"Biobío",83,"Biobío",8310,"San Rosendo",94.45,2.5,NA,NA,NA,NA,1803350,66476,131293,45.16,48.39,58,"1","0",39.34,2824,3619,505,2907,527
"159",2021,8,"Biobío",83,"Biobío",8311,"Santa Bárbara",1251.76,3.75,NA,NA,NA,NA,2418162,781471,1004329,39.68,49.21,513,"1","1",11.59,10997,14551,5787,7986,1356
"160",2021,8,"Biobío",83,"Biobío",8312,"Tucapel",914.28,3.25,NA,NA,NA,NA,2699582,645692,1006190,41.54,56.92,579,"1","1",16.52,11628,15119,2247,11887,2395
"161",2021,8,"Biobío",83,"Biobío",8313,"Yumbel",727.1,3.75,NA,NA,NA,NA,5559987,486252,1551143,28.74,40.23,284,"1","0",30.36,17431,22072,8487,12711,2107
"162",2021,8,"Biobío",83,"Biobío",8314,"Alto Biobío",2124.77,4,NA,NA,NA,NA,1984344,471218,533939,35.71,41.07,195,"0","0",3.18,4602,6760,5923,0,53
"163",2021,9,"La Araucanía",91,"Cautín",9101,"Temuco",466.89,3.5,NA,NA,NA,NA,22042212,17622755,29526211,23.13,36.77,2084,"1","1",647.88,230999,300618,19250,263165,83591
"164",2021,9,"La Araucanía",91,"Cautín",9102,"Carahue",1336.81,3.25,NA,NA,NA,NA,5524423,353129,666396,23.68,34.21,129,"1","1",18.97,19190,25444,11280,13253,635
"165",2021,9,"La Araucanía",91,"Cautín",9103,"Cunco",1890.34,NA,NA,NA,NA,NA,3287524,751862,1141142,33.33,38.46,407,"1","0",9.45,13952,18030,8679,8847,915
"166",2021,9,"La Araucanía",91,"Cautín",9104,"Curarrehue",1167.15,2.75,NA,NA,NA,NA,2064523,123421,210587,35.9,56.41,158,"1","0",6.63,5668,7767,5213,2276,116
"167",2021,9,"La Araucanía",91,"Cautín",9105,"Freire",870.08,NA,NA,NA,NA,NA,4457217,792643,1071296,29.55,38.64,433,"1","1",27.16,19515,25391,16720,7886,967
"168",2021,9,"La Araucanía",91,"Cautín",9106,"Galvarino",567.86,3.5,NA,NA,NA,NA,2874045,194456,411051,NA,NA,NA,"1","1",22.24,9357,12630,7847,4149,440
"169",2021,9,"La Araucanía",91,"Cautín",9107,"Gorbea",690.43,3.5,NA,NA,NA,NA,2937486,468574,652564,30,34.29,276,"0","1",21.79,11919,15144,4254,10160,839
"170",2021,9,"La Araucanía",91,"Cautín",9108,"Lautaro",906.29,4,NA,NA,NA,NA,4689264,2081579,3323721,16.83,38.61,157,"0","1",44.81,29983,40376,10692,27321,4946
"171",2021,9,"La Araucanía",91,"Cautín",9109,"Loncoche",971.27,3.5,NA,NA,NA,NA,3814636,507848,1000130,27.47,35.16,769,"1","1",25.27,18599,24684,7020,16592,2819
"172",2021,9,"La Araucanía",91,"Cautín",9110,"Melipeuco",1107.69,NA,NA,NA,NA,NA,2418777,109532,164428,NA,NA,NA,NA,NA,5.64,4802,6239,3331,2807,65
"173",2021,9,"La Araucanía",91,"Cautín",9111,"Nueva Imperial",730.73,4.25,NA,NA,NA,NA,6292495,497250,1022568,16.1,41.53,410,"1","1",45.86,25154,33614,13629,18881,1283
"174",2021,9,"La Araucanía",91,"Cautín",9112,"Padre Las Casas",463.83,4,NA,NA,NA,NA,9570865,2013570,3175425,34.07,45.19,2482,"1","1",202.25,59558,81101,30683,45443,5970
"175",2021,9,"La Araucanía",91,"Cautín",9113,"Perquenco",331.03,3.5,NA,NA,NA,NA,2479484,254729,437559,37.78,35.56,216,"1","1",21.74,5392,7197,3341,3564,374
"176",2021,9,"La Araucanía",91,"Cautín",9114,"Pitrufquén",583.25,2.75,NA,NA,NA,NA,4148894,628884,970073,38.36,28.77,777,"1","1",44.61,19858,25916,8306,16531,2125
"177",2021,9,"La Araucanía",91,"Cautín",9115,"Pucón",1248.06,3.5,NA,NA,NA,NA,1960852,3236082,7421798,39.53,37.21,636,"1","0",23.59,22033,29469,10169,18354,3942
"178",2021,9,"La Araucanía",91,"Cautín",9116,"Saavedra",398.35,3.5,NA,NA,NA,NA,3988539,111372,196848,33.33,31.88,640,"1","0",31.95,9643,12812,9721,2729,110
"179",2021,9,"La Araucanía",91,"Cautín",9117,"Teodoro Schmidt",656.17,4,NA,NA,NA,NA,3434264,168099,299611,25,53.13,490,"1","1",24.26,12155,15771,9642,5403,195
"180",2021,9,"La Araucanía",91,"Cautín",9118,"Toltén",851.8,3,NA,NA,NA,NA,2974639,188881,380352,22.41,44.83,588,"1","1",11.72,7664,10075,5854,3868,144
"181",2021,9,"La Araucanía",91,"Cautín",9119,"Vilcún",1416.48,4.25,NA,NA,NA,NA,4680158,1084524,1467839,26.58,43.04,381,"1","1",21.29,22341,30253,12729,15422,2098
"182",2021,9,"La Araucanía",91,"Cautín",9120,"Villarrica",1292.66,3.5,NA,NA,NA,NA,4788261,3705522,5345750,29.24,49.12,315,"1","1",45.37,43753,58574,18998,36480,9027
"183",2021,9,"La Araucanía",91,"Cautín",9121,"Cholchol",427.14,1.5,NA,NA,NA,NA,2842151,300156,395637,28.26,43.48,385,"1","1",28.59,8973,12237,7255,4356,206
"184",2021,9,"La Araucanía",92,"Malleco",9201,"Angol",1197.32,3.75,NA,NA,NA,NA,7821165,1453915,2463254,28.57,42.86,771,"1","1",46.7,41974,55761,4351,48911,11401
"185",2021,9,"La Araucanía",92,"Malleco",9202,"Collipulli",1306.73,2.5,NA,NA,NA,NA,3752344,1099530,1966327,34.85,45.45,950,"1","1",20.06,19159,25996,6259,18339,2733
"186",2021,9,"La Araucanía",92,"Malleco",9203,"Curacautín",1658.66,4,NA,NA,NA,NA,3804552,599508,819695,14.04,36.84,276,"1","0",10.9,13938,18137,4575,12838,1564
"187",2021,9,"La Araucanía",92,"Malleco",9204,"Ercilla",498.91,2.5,NA,NA,NA,NA,2232816,163347,439156,27.91,41.86,234,"1","0",16.94,6202,8468,4093,3640,566
"188",2021,9,"La Araucanía",92,"Malleco",9205,"Lonquimay",3928.81,4,NA,NA,NA,NA,3070890,150849,327520,32.61,36.96,166,"1","1",2.81,8183,11014,6464,3787,149
"189",2021,9,"La Araucanía",92,"Malleco",9206,"Los Sauces",848.07,3.5,NA,NA,NA,NA,2271571,283557,402897,25,37.5,NA,"1","0",8.84,5794,7516,2847,4418,704
"190",2021,9,"La Araucanía",92,"Malleco",9207,"Lumaco",1109.98,2.5,NA,NA,NA,NA,2611505,214550,303437,31.82,31.82,257,"1","1",9,7570,10076,5515,4033,164
"191",2021,9,"La Araucanía",92,"Malleco",9208,"Purén",463.96,3.5,NA,NA,NA,NA,3005719,175804,289638,36.47,34.12,189,"1","1",26.22,9248,12192,4246,7533,1073
"192",2021,9,"La Araucanía",92,"Malleco",9209,"Renaico",265.49,3,NA,NA,NA,NA,2257626,264652,961747,31.25,41.67,311,"1","1",40.31,8110,10764,1898,8352,304
"193",2021,9,"La Araucanía",92,"Malleco",9210,"Traiguén",897.07,3.5,NA,NA,NA,NA,3222864,566860,921677,45.71,52.86,277,"1","1",21.26,14622,19306,4493,14350,2449
"194",2021,9,"La Araucanía",92,"Malleco",9211,"Victoria",1262.59,4,NA,NA,NA,NA,4975279,1315727,2201777,16.24,40.17,800,"1","1",28.18,27182,35393,9326,24856,6238
"195",2021,10,"Los Lagos",101,"Llanquihue",10101,"Puerto Montt",1670.35,4.75,NA,NA,NA,NA,19616354,18868441,31244047,28.39,46.07,979,"1","0",158.91,198858,265863,25759,220143,52511
"196",2021,10,"Los Lagos",101,"Llanquihue",10102,"Calbuco",587.38,3.5,NA,NA,NA,NA,4116509,1631415,2720650,17.71,48.96,393,"1","0",61.66,27643,36442,17989,15996,2625
"197",2021,10,"Los Lagos",101,"Llanquihue",10103,"Cochamó",3981.1,3.75,NA,NA,NA,NA,1547733,238855,440761,18.18,31.82,NA,NA,NA,1.03,3253,4016,4023,0,117
"198",2021,10,"Los Lagos",101,"Llanquihue",10104,"Fresia",1275.62,4,NA,NA,NA,NA,2127733,454802,708587,31.48,50,300,"1","0",9.91,9892,12660,4930,7331,262
"199",2021,10,"Los Lagos",101,"Llanquihue",10105,"Frutillar",828.25,3.5,NA,NA,NA,NA,1983192,1350331,1986955,35.85,35.85,288,"0","1",24.11,15216,20034,5476,12952,1974
"200",2021,10,"Los Lagos",101,"Llanquihue",10106,"Los Muermos",1229.62,3,NA,NA,NA,NA,2507199,509495,750837,17.78,40,565,"1","1",14.27,13730,17786,8962,8106,194
"201",2021,10,"Los Lagos",101,"Llanquihue",10107,"Llanquihue",433.02,4,NA,NA,NA,NA,2194500,1066643,1444189,NA,NA,NA,NA,NA,44,14187,18525,3369,14222,2328
"202",2021,10,"Los Lagos",101,"Llanquihue",10108,"Maullín",822.95,4.25,NA,NA,NA,NA,3432752,244890,586785,28.89,44.44,413,"1","0",17.33,11830,14917,7590,6626,407
"203",2021,10,"Los Lagos",101,"Llanquihue",10109,"Puerto Varas",4028.8,3.5,NA,NA,NA,NA,1728727,5521471,8635426,32.41,43.45,343,"1","1",11.77,35716,47845,12368,32210,10875
"204",2021,10,"Los Lagos",102,"Chiloé",10201,"Castro",471.38,3.5,NA,NA,NA,NA,9070377,2602029,4492926,35.71,37.66,525,"1","0",99.82,35687,47214,9763,34044,8612
"205",2021,10,"Los Lagos",102,"Chiloé",10202,"Ancud",1754.07,4.25,NA,NA,NA,NA,6386888,1210171,2279353,23.2,48,3394,"1","1",24.19,32590,42379,10726,28265,5141
"206",2021,10,"Los Lagos",102,"Chiloé",10203,"Chonchi",1361.08,3.5,NA,NA,NA,NA,2723102,1056760,1424677,37.74,45.28,578,"1","0",11.68,12110,15909,9144,5714,1099
"207",2021,10,"Los Lagos",102,"Chiloé",10204,"Curaco de Vélez",79.85,2.75,NA,NA,NA,NA,1875303,86769,242119,46.88,53.13,108,"1","1",50.51,3033,4041,2723,1106,162
"208",2021,10,"Los Lagos",102,"Chiloé",10205,"Dalcahue",1229.21,5.25,NA,NA,NA,NA,2666364,519440,843359,33.33,52.63,214,"1","0",12.06,11221,14944,6562,7200,1197
"209",2021,10,"Los Lagos",102,"Chiloé",10206,"Puqueldón",96.58,3.5,NA,NA,NA,NA,1625351,84644,333009,NA,NA,NA,NA,NA,43.29,3325,4199,3921,0,129
"210",2021,10,"Los Lagos",102,"Chiloé",10207,"Queilén",330.88,3.5,NA,NA,NA,NA,1977661,102075,329689,33.33,36.11,117,"1","0",16.62,4234,5534,3062,2323,478
"211",2021,10,"Los Lagos",102,"Chiloé",10208,"Quellón",3360.3,2.75,NA,NA,NA,NA,3615163,1091138,1898601,34.25,39.73,542,"1","0",8.95,21323,29043,9378,17814,2787
"212",2021,10,"Los Lagos",102,"Chiloé",10209,"Quemchi",438.3,2.5,NA,NA,NA,NA,2592867,192459,844033,40.35,38.6,532,"1","0",19.95,6844,8780,5840,2512,455
"213",2021,10,"Los Lagos",102,"Chiloé",10210,"Quinchao",158.73,4,NA,NA,NA,NA,2537101,144260,666334,45.24,40.48,230,"0","0",51.68,6425,8320,4879,3209,461
"214",2021,10,"Los Lagos",103,"Osorno",10301,"Osorno",954.57,3.75,NA,NA,NA,NA,10457733,10260933,17477094,24.02,40.21,3808,"1","1",181.22,131776,172336,13634,147826,41047
"215",2021,10,"Los Lagos",103,"Osorno",10302,"Puerto Octay",1793.82,2.5,NA,NA,NA,NA,1447501,634397,960023,30.3,30.3,189,"1","0",5.13,7111,9216,6946,2053,262
"216",2021,10,"Los Lagos",103,"Osorno",10303,"Purranque",1451.58,3.5,NA,NA,NA,NA,2648551,991965,1502935,47.06,44.12,276,"1","1",14.45,16228,21081,5966,14403,2349
"217",2021,10,"Los Lagos",103,"Osorno",10304,"Puyehue",1635.28,4.25,NA,NA,NA,NA,1542961,1021385,1229407,NA,NA,NA,NA,NA,7.36,9120,11760,6669,4998,792
"218",2021,10,"Los Lagos",103,"Osorno",10305,"Río Negro",1281.02,3.5,NA,NA,NA,NA,2040550,681337,951724,51.22,41.46,292,"1","0",11.3,11147,14303,7101,6984,1217
"219",2021,10,"Los Lagos",103,"Osorno",10306,"San Juan de la Costa",1506.02,3.25,NA,NA,NA,NA,3023264,207546,299677,36.36,40.91,507,"0","1",5.07,6151,7690,6342,1170,15
"220",2021,10,"Los Lagos",103,"Osorno",10307,"San Pablo",629.94,3.25,NA,NA,NA,NA,1840170,636208,840822,NA,NA,NA,NA,NA,16.56,8279,10547,5421,4609,717
"221",2021,10,"Los Lagos",104,"Palena",10401,"Chaitén",8256.01,4,NA,NA,NA,NA,2062693,307931,1182824,33.33,28.57,155,"1","0",0.59,3916,5001,3428,1643,498
"222",2021,10,"Los Lagos",104,"Palena",10402,"Futaleufú",1236.22,2.75,NA,NA,NA,NA,2002267,116666,184705,43.48,26.09,123,"1","1",2.16,2167,2770,765,1858,587
"223",2021,10,"Los Lagos",104,"Palena",10403,"Hualaihué",2834.53,4,NA,NA,NA,NA,2281924,268770,688771,38.71,35.48,214,"1","0",3.4,7096,9487,5303,3641,405
"224",2021,10,"Los Lagos",104,"Palena",10404,"Palena",2656.01,3.5,NA,NA,NA,NA,1382549,75394,155294,54.84,29.03,66,"0","1",0.66,1444,1822,636,1075,314
"225",2021,11,"Aysén del General Carlos Ibáñez del Campo",111,"Coihaique",11101,"Coihaique",7280.46,3.25,NA,NA,NA,NA,7311975,3065491,5407108,39.84,49.59,555,"1","1",NA,44304,60822,7850,49968,12433
"226",2021,11,"Aysén del General Carlos Ibáñez del Campo",111,"Coihaique",11102,"Lago Verde",5440.42,1.75,NA,NA,NA,NA,1403743,135270,203112,NA,NA,NA,NA,NA,NA,743,919,852,0,88
"227",2021,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11201,"Aisén",29879.3,3.5,NA,NA,NA,NA,4601516,1594567,2755243,22.37,40.79,201,NA,NA,NA,18145,24880,3651,20308,4647
"228",2021,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11202,"Cisnes",15418.3,3.75,NA,NA,NA,NA,1907826,464434,2227033,34.29,45.71,177,"1","0",NA,4333,5801,2403,4114,1155
"229",2021,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11203,"Guaitecas",631.38,4,NA,NA,NA,NA,1377777,247366,480202,21.05,31.58,15,"1","1",NA,1176,1591,138,1705,119
"230",2021,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11301,"Cochrane",8629.21,3,NA,NA,NA,NA,1763121,142980,209405,53.33,33.33,237,"1","0",NA,2738,3660,649,2841,289
"231",2021,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11302,"O'Higgins",7781.76,2,NA,NA,NA,NA,1382262,30316,42305,50,25,29,"0","1",NA,512,655,625,0,NA
"232",2021,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11303,"Tortel",19977.3,1.75,NA,NA,NA,NA,1431524,18842,31006,52.94,41.18,17,"1","0",NA,422,567,523,0,2
"233",2021,11,"Aysén del General Carlos Ibáñez del Campo",114,"General Carrera",11401,"Chile Chico",5739.01,2.5,NA,NA,NA,NA,3019032,291033,532969,50,42.86,95,"0","1",NA,3913,5096,1703,3162,269
"234",2021,11,"Aysén del General Carlos Ibáñez del Campo",114,"General Carrera",11402,"Río Ibáñez",6019.41,4,NA,NA,NA,NA,1770410,94360,156830,52.63,42.11,153,"1","1",NA,2188,2689,2666,0,99
"235",2021,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12101,"Punta Arenas",17771.4,4,NA,NA,NA,NA,8062880,10871859,18103734,34.56,49.08,986,"1","1",7.85,108705,140132,5660,125932,40073
"236",2021,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12102,"Laguna Blanca",3567.32,3.5,NA,NA,NA,NA,1192233,66208,122385,NA,NA,NA,NA,NA,0.07,212,266,274,0,NA
"237",2021,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12104,"San Gregorio",6706.74,4,NA,NA,NA,NA,1137340,177014,250965,33.33,37.5,7,"0","0",0.1,557,686,799,0,6
"238",2021,12,"Magallanes y de la Antártica Chilena",122,"Antártica Chilena",12201,"Cabo de Hornos",15720.3,2.5,NA,NA,NA,NA,2649695,247661,309657,14.29,47.62,34,"1","0",0.09,1371,1976,189,1874,67
"239",2021,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12301,"Porvenir",7457.05,4,NA,NA,NA,NA,1952821,513296,995713,31.25,33.33,57,"1","1",0.74,5571,7190,739,6062,731
"240",2021,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12302,"Primavera",3946.46,4,NA,NA,NA,NA,1185889,125854,236720,44.44,33.33,6,"1","0",0.11,576,696,1158,0,17
"241",2021,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12303,"Timaukel",11011.8,3.25,NA,NA,NA,NA,1190283,67628,90575,44.44,55.56,3,"0","0",0.03,244,283,405,0,2
"242",2021,12,"Magallanes y de la Antártica Chilena",124,"Última Esperanza",12401,"Natales",48938.2,3.5,NA,NA,NA,NA,3726776,1520491,3530474,28.89,48.89,310,"1","1",0.47,18180,23413,2297,19180,6386
"243",2021,12,"Magallanes y de la Antártica Chilena",124,"Última Esperanza",12402,"Torres del Paine",6215.16,3,NA,NA,NA,NA,1201526,358058,423662,59.09,40.91,5,"1","0",0.15,928,998,1209,0,19
"244",2021,13,"Metropolitana de Santiago",131,"Santiago",13115,"Lo Barnechea",1023.61,5,NA,NA,NA,NA,1898751,65946677,77197328,48.87,44.05,190,"1","1",116.45,85432,119240,2699,103134,26315
"245",2021,13,"Metropolitana de Santiago",132,"Cordillera",13202,"Pirque",444.71,4,NA,NA,NA,NA,1123248,3679960,4995307,33.33,50,283,"1","1",66.55,22414,29616,14851,11670,1189
"246",2021,13,"Metropolitana de Santiago",132,"Cordillera",13203,"San José de Maipo",4982.37,8.25,NA,NA,NA,NA,1792960,1736977,2734419,21,42,514,"1","1",3.66,14037,18275,6981,11208,713
"247",2021,13,"Metropolitana de Santiago",134,"Maipo",13404,"Paine",677.52,3.5,NA,NA,NA,NA,3869892,5046541,6309288,33.33,52.38,790,"1","1",119.04,60085,80711,26006,46753,6339
"248",2021,13,"Metropolitana de Santiago",135,"Melipilla",13501,"Melipilla",1352.65,4,NA,NA,NA,NA,11119195,3803560,6131396,28.95,44.3,NA,"1","1",103.19,104896,138793,38903,84724,18179
"249",2021,13,"Metropolitana de Santiago",135,"Melipilla",13502,"Alhué",844.43,3,NA,NA,NA,NA,1071988,2103005,2550751,NA,NA,NA,"0","0",8.54,5582,7214,3660,2784,49
"250",2021,13,"Metropolitana de Santiago",135,"Melipilla",13503,"Curacaví",694.1,2.5,NA,NA,NA,NA,2871590,1880817,3247019,26.42,48.11,243,"1","1",51.54,27187,35720,12219,20360,2929
"251",2021,13,"Metropolitana de Santiago",135,"Melipilla",13504,"María Pinto",394.3,5.75,NA,NA,NA,NA,1638718,1348343,1890243,30.95,69.05,93,"1","0",37.24,11198,14708,6923,6667,116
"252",2021,13,"Metropolitana de Santiago",135,"Melipilla",13505,"San Pedro",793.11,3.5,NA,NA,NA,NA,1868139,456790,733522,38.64,63.64,102,"1","1",14.86,8918,11706,9726,0,358
"253",2021,13,"Metropolitana de Santiago",136,"Talagante",13603,"Isla de Maipo",189.62,2,NA,NA,NA,NA,3199859,1769110,2683166,28.79,45.45,420,"1","0",208.64,29312,39433,9278,26941,3379
"254",2021,14,"Los Ríos",141,"Valdivia",14101,"Valdivia",1018.32,3.5,NA,NA,NA,NA,20094000,8741407,14985208,31.55,33.8,3804,"0","1",172.36,136669,175117,11364,154716,43493
"255",2021,14,"Los Ríos",141,"Valdivia",14102,"Corral",729.42,2.5,NA,NA,NA,NA,2128192,165334,238483,41.38,37.93,98,"1","0",7.1,4274,5444,1821,3481,341
"256",2021,14,"Los Ríos",141,"Valdivia",14103,"Lanco",533.04,3.5,NA,NA,NA,NA,2891409,313269,582602,35.94,43.75,853,"1","1",32.94,13104,17524,5145,11607,1341
"257",2021,14,"Los Ríos",141,"Valdivia",14104,"Los Lagos",1788.82,2.5,NA,NA,NA,NA,2757696,874510,1331703,NA,NA,NA,NA,NA,11.44,15483,20488,9836,9798,1341
"258",2021,14,"Los Ríos",141,"Valdivia",14105,"Máfil",579.15,3.25,NA,NA,NA,NA,1660513,300647,439709,41.03,56.41,135,"1","1",12.66,5582,7380,2852,4243,661
"259",2021,14,"Los Ríos",141,"Valdivia",14106,"Mariquina",1319.22,4,NA,NA,NA,NA,3500009,728588,1513401,25.4,33.33,378,"1","0",17.42,16839,23016,11319,9959,1801
"260",2021,14,"Los Ríos",141,"Valdivia",14107,"Paillaco",901.57,3.5,NA,NA,NA,NA,2813658,747905,1226650,31.43,48.57,327,"1","1",23.13,15760,20725,7736,12452,1901
"261",2021,14,"Los Ríos",141,"Valdivia",14108,"Panguipulli",3297.47,4,NA,NA,NA,NA,7741159,2862264,3739873,32.81,31.25,1250,"1","1",10.9,27028,35870,19266,15273,2394
"262",2021,14,"Los Ríos",142,"Ranco",14201,"La Unión",2131.24,4.25,NA,NA,NA,NA,5121435,1674841,2625139,31.9,46.55,743,"1","0",18.46,30146,39446,11374,26662,6000
"263",2021,14,"Los Ríos",142,"Ranco",14202,"Futrono",2090.51,4,NA,NA,NA,NA,2540115,739792,1152111,31.15,45.9,166,"1","1",7.19,11344,15255,6482,8183,666
"264",2021,14,"Los Ríos",142,"Ranco",14203,"Lago Ranco",1763.14,3.5,NA,NA,NA,NA,2276408,819588,1006214,44.64,51.79,271,"1","1",5.83,7852,10281,7627,2269,246
"265",2021,14,"Los Ríos",142,"Ranco",14204,"Río Bueno",2172.28,3.5,NA,NA,NA,NA,3805130,1311704,2026636,29.67,43.96,260,"1","1",14.86,25476,32867,14229,17143,3435
"266",2021,15,"Arica y Parinacota",151,"Arica",15101,"Arica",4799.66,6,NA,NA,NA,NA,20454457,8668100,16820784,21.32,38.77,2751,"0","1",50.53,180594,242510,16285,205079,57673
"267",2021,15,"Arica y Parinacota",151,"Arica",15102,"Camarones",3922.22,2.75,NA,NA,NA,NA,1516092,138142,373173,63.16,26.32,74,"1","1",0.31,1006,1228,1255,0,16
"268",2021,15,"Arica y Parinacota",152,"Parinacota",15201,"Putre",5885.18,2,NA,NA,NA,NA,2160543,138477,311768,35.71,32.14,85,"1","1",0.42,2032,2493,613,2152,42
"269",2021,15,"Arica y Parinacota",152,"Parinacota",15202,"General Lagos",2257.22,2.75,NA,NA,NA,NA,1288701,24744,130316,44.44,27.78,38,"0","1",0.36,665,805,684,0,NA
"270",2021,16,"Ñuble",161,"Diguillín",16101,"Chillán",477.58,4.25,NA,NA,NA,NA,16911189,9816923,17467942,27.52,42.2,963,"1","1",385.23,151036,196853,16092,168647,NA
"271",2021,16,"Ñuble",161,"Diguillín",16102,"Bulnes",426.4,2,NA,NA,NA,NA,3239625,762959,1206112,34.62,44.87,640,"1","1",52.99,17332,22520,8002,13491,NA
"272",2021,16,"Ñuble",161,"Diguillín",16104,"El Carmen",666.04,2.25,NA,NA,NA,NA,2676275,346765,507122,36.92,38.46,226,"1","0",18.6,9606,12348,7183,4861,NA
