"id","year","cut_reg","region","cut_prov","province","cut_com","commune","area","egi","egi_std","ta","dai","sae","iadm40","iadm44","iadm41","iadm25","iadm33","isoc013","mocosoc","mcosoc","icar007","itpcm","itpc","itpr","itpu","internet_con"
"273",2021,16,"Ñuble",161,"Diguillín",16105,"Pemuco",563.26,3.5,NA,NA,NA,NA,1881951,985609,1076215,43.48,34.78,369,"0","1",15.35,6620,8640,4280,4168,NA
"274",2021,16,"Ñuble",161,"Diguillín",16106,"Pinto",1102.7,3.5,NA,NA,NA,NA,2328152,714694,1131759,28.57,40.82,338,"1","1",10.12,9264,11781,5369,5458,NA
"275",2021,16,"Ñuble",161,"Diguillín",16107,"Quillón",406.52,4,NA,NA,NA,NA,6515308,502497,1144697,28.75,43.75,213,"1","0",43.98,14705,18604,7062,10423,NA
"276",2021,16,"Ñuble",161,"Diguillín",16108,"San Ignacio",363.25,3.25,NA,NA,NA,NA,3261113,257431,428245,NA,NA,437,"0","1",45.6,12947,16598,9277,6802,NA
"277",2021,16,"Ñuble",161,"Diguillín",16109,"Yungay",824.72,NA,NA,NA,NA,NA,3769352,740098,920481,29.09,41.82,322,"0","0",22.45,14315,18499,4484,13303,883
"278",2021,16,"Ñuble",162,"Itata",16201,"Quirihue",589.85,3.75,NA,NA,NA,NA,2771790,251199,467359,NA,NA,NA,NA,NA,20.64,9507,12155,2121,9473,NA
"279",2021,16,"Ñuble",162,"Itata",16202,"Cobquecura",569.21,4,NA,NA,NA,NA,2567425,187269,294674,NA,NA,NA,NA,NA,9.26,4361,5281,3559,1453,NA
"280",2021,16,"Ñuble",162,"Itata",16203,"Coelemu",342.32,4,NA,NA,NA,NA,3752138,412648,806040,41.67,45,271,"1","1",49.12,12973,16800,4560,11435,NA
"281",2021,16,"Ñuble",162,"Itata",16204,"Ninhue",403.19,4,NA,NA,NA,NA,2097955,119699,220511,36.36,33.33,179,"1","0",13.52,4330,5421,3714,1499,NA
"282",2021,16,"Ñuble",162,"Itata",16205,"Portezuelo",289.24,3.5,NA,NA,NA,NA,1992252,112457,148203,41.46,39.02,206,"1","1",17.55,3929,4950,3058,1804,NA
"283",2021,16,"Ñuble",162,"Itata",16206,"Ranquil",247.42,3.25,NA,NA,NA,NA,1814251,536749,675446,45.45,42.42,301,"1","1",25.15,4962,6238,4168,1587,NA
"284",2021,16,"Ñuble",162,"Itata",16207,"Treguaco",313,3.5,NA,NA,NA,NA,1999934,124628,252264,NA,NA,116,"1","1",18.11,4458,5667,3627,1774,NA
"285",2021,16,"Ñuble",163,"Punilla",16301,"San Carlos",877.81,8.25,NA,NA,NA,NA,7656264,1594982,2756386,47.19,39.33,1843,"1","1",64,43140,55935,19763,33261,NA
"286",2021,16,"Ñuble",163,"Punilla",16302,"Coihueco",1771.65,3.5,NA,NA,NA,NA,6023973,617624,939360,34.29,31.43,254,"1","0",15.84,21199,28147,17783,9098,NA
"287",2021,16,"Ñuble",163,"Punilla",16303,"Ñiquén",492.34,3.5,NA,NA,NA,NA,2573590,236573,515755,27.66,51.06,229,"1","1",23.44,9144,11556,9999,1153,NA
"288",2021,16,"Ñuble",163,"Punilla",16304,"San Fabián",1541.59,3.5,NA,NA,NA,NA,1531130,304070,434049,46.34,26.83,124,"1","1",2.94,3599,4607,2614,1694,NA
"289",2021,16,"Ñuble",163,"Punilla",16305,"San Nicolás",565.94,3.25,NA,NA,NA,NA,2145485,581614,962840,36.21,37.93,264,"1","1",24.58,9420,12068,6716,4887,NA
"290",2021,13,"Metropolitana de Santiago",133,"Chacabuco",13303,"Tiltil",654.65,4,NA,NA,NA,NA,1671320,1716286,2509615,20.59,35.29,168,NA,NA,32.26,15831,21066,6242,13070,2097
"291",2021,13,"Metropolitana de Santiago",133,"Chacabuco",13301,"Colina",970.86,7.5,NA,NA,NA,NA,4340412,23121185,30673075,26.28,39.1,495,"1","1",178.29,120962,173119,28189,118018,31664
"292",2021,13,"Metropolitana de Santiago",133,"Chacabuco",13302,"Lampa",449.52,0.75,NA,NA,NA,NA,3505003,13646329,16288872,29.37,45.24,540,"1","1",268.87,85359,121528,21273,80761,19868
"293",2021,13,"Metropolitana de Santiago",131,"Santiago",13125,"Quilicura",57.32,4,NA,NA,NA,NA,8650890,30842681,37969823,28.47,40.93,782,"1","1",4191.59,177986,243112,552,209858,50101
"294",2021,13,"Metropolitana de Santiago",131,"Santiago",13124,"Pudahuel",198.57,3.5,NA,NA,NA,NA,16314965,25678223,33617452,29.31,55.53,557,"1","1",1260.64,187621,248347,4155,226138,59218
"295",2021,13,"Metropolitana de Santiago",131,"Santiago",13103,"Cerro Navia",11.05,9.25,NA,NA,NA,NA,16357627,1475329,2982121,22.75,44.01,520,"1","0",12854.73,108828,141402,0,132622,25080
"296",2021,13,"Metropolitana de Santiago",131,"Santiago",13128,"Renca",23.68,4,NA,NA,NA,NA,7708374,14200072,17415941,37.3,50.79,592,"1","1",6613.21,118508,158717,0,147151,29209
"297",2021,13,"Metropolitana de Santiago",131,"Santiago",13126,"Quinta Normal",11.8,3,NA,NA,NA,NA,4542500,6624722,10067179,18.77,48.12,479,"1","1",10857,103716,130284,0,110026,35968
"298",2021,13,"Metropolitana de Santiago",131,"Santiago",13107,"Huechuraba",44.98,3,NA,NA,NA,NA,3212224,27174216,32151440,38.24,57.06,831,"1","1",2436.22,80068,109630,99,98572,24737
"299",2021,13,"Metropolitana de Santiago",131,"Santiago",13104,"Conchalí",10.94,4,NA,NA,NA,NA,9465823,6472441,9170336,17.21,43.36,459,"1","1",12469.27,107507,137162,0,126955,32119
"300",2021,13,"Metropolitana de Santiago",131,"Santiago",13108,"Independencia",7.35,4,NA,NA,NA,NA,3775596,5804661,10692451,22.77,41.58,215,"1","1",18527.29,104988,129691,0,100281,34014
"301",2021,13,"Metropolitana de Santiago",131,"Santiago",13127,"Recoleta",15.61,4,NA,NA,NA,NA,5009507,18992976,24366744,28.38,41.92,1599,"1","1",11380.5,144032,182088,0,157851,38312
"302",2021,13,"Metropolitana de Santiago",131,"Santiago",13132,"Vitacura",28.59,7.75,NA,NA,NA,NA,1850329,45890576,64019337,35.66,44.62,101,"1","1",3357.86,73981,94020,0,85384,34004
"303",2021,13,"Metropolitana de Santiago",131,"Santiago",13123,"Providencia",14.44,4,NA,NA,NA,NA,2710598,50811996,82333409,32.93,45.69,227,"1","1",11031.86,132634,154446,0,142079,70261
"304",2021,13,"Metropolitana de Santiago",131,"Santiago",13114,"Las Condes",99.06,6.5,NA,NA,NA,NA,4081210,134880391,170305151,33.85,33.56,454,"1","1",3265.75,264737,323309,0,294838,120573
"305",2021,13,"Metropolitana de Santiago",131,"Santiago",13120,"Ñuñoa",16.89,4.25,NA,NA,NA,NA,3583548,25809683,38810702,34.6,41.67,392,"1","1",14161.94,199953,240753,0,208237,93542
"306",2021,13,"Metropolitana de Santiago",131,"Santiago",13101,"Santiago",23.18,2.75,NA,NA,NA,NA,4750173,66124259,114411004,12.99,27.54,931,"1","1",22129,420642,486838,0,404495,165484
"307",2021,13,"Metropolitana de Santiago",131,"Santiago",13117,"Lo Prado",6.54,2.5,NA,NA,NA,NA,10757362,1398761,2979792,30.31,59.84,NA,"1","1",14730.14,81364,103111,0,96249,20537
"308",2021,13,"Metropolitana de Santiago",131,"Santiago",13106,"Estación Central",14.37,3.75,NA,NA,NA,NA,4824151,11090554,19476021,19.76,48.02,2064,"1","1",13316.14,150366,186426,0,147041,49170
"309",2021,13,"Metropolitana de Santiago",131,"Santiago",13119,"Maipú",136.8,5.5,NA,NA,NA,NA,54142837,21820557,32483256,19.69,33.68,1280,"1","1",4260.63,436757,566664,3433,518194,155459
"310",2021,13,"Metropolitana de Santiago",131,"Santiago",13121,"Pedro Aguirre Cerda",8.73,3.5,NA,NA,NA,NA,9061758,2698060,4495300,24.5,43.05,319,"1","1",10720.5,84961,107205,0,101174,23025
"311",2021,13,"Metropolitana de Santiago",131,"Santiago",13102,"Cerrillos",16.82,7.5,NA,NA,NA,NA,4059794,11197232,14214551,24.81,54.89,NA,"1","0",4191.24,67419,88016,0,80832,19409
"312",2021,13,"Metropolitana de Santiago",131,"Santiago",13130,"San Miguel",9.63,3.75,NA,NA,NA,NA,2002509,8963856,15017360,19.69,46.29,313,"1","1",12608.8,102078,126088,0,107954,53607
"313",2021,13,"Metropolitana de Santiago",131,"Santiago",13129,"San Joaquín",9.94,3.5,NA,NA,NA,NA,4387490,9790374,14186442,36.57,55.43,559,"1","1",10202.7,81495,102027,0,94492,22888
"314",2021,13,"Metropolitana de Santiago",131,"Santiago",13118,"Macul",12.81,4,NA,NA,NA,NA,3862220,11091060,16374052,33.23,42.9,456,"1","1",10035.92,105133,130467,0,116534,40220
"315",2021,13,"Metropolitana de Santiago",131,"Santiago",13113,"La Reina",23.39,8,NA,NA,NA,NA,1773041,15601408,21963440,NA,NA,NA,NA,NA,4305.78,77860,99033,0,92787,28304
"316",2021,13,"Metropolitana de Santiago",131,"Santiago",13122,"Peñalolén",53.89,8,NA,NA,NA,NA,15206444,18040780,24833746,29.71,49.67,2972,"1","1",4856.81,199239,262268,0,241599,52950
"317",2021,13,"Metropolitana de Santiago",131,"Santiago",13116,"Lo Espejo",8.25,3.25,NA,NA,NA,NA,11454744,1332482,3751033,27.33,57.45,1613,"1","1",14806.14,79905,103643,0,98804,14169
"318",2021,13,"Metropolitana de Santiago",131,"Santiago",13109,"La Cisterna",10.01,3.5,NA,NA,NA,NA,3187426,4063929,10256812,20.08,47.73,423,"1","1",9879,78534,98790,0,90119,29210
"319",2021,13,"Metropolitana de Santiago",131,"Santiago",13111,"La Granja",10.05,4.5,NA,NA,NA,NA,13857608,2088827,3881856,19.86,44.33,523,"1","0",12245.4,94833,122454,0,116571,23226
"320",2021,13,"Metropolitana de Santiago",131,"Santiago",13131,"San Ramón",6.31,3.25,NA,NA,NA,NA,10325334,1405883,2655323,24.51,49.35,698,"1","0",12360.14,67073,86521,0,82900,13750
"321",2021,13,"Metropolitana de Santiago",131,"Santiago",13110,"La Florida",71.04,3,NA,NA,NA,NA,30339674,21808673,33539774,32.16,52.3,799,"1","1",5588.46,311924,396781,117,366799,113198
"322",2021,13,"Metropolitana de Santiago",131,"Santiago",13105,"El Bosque",14.25,7,NA,NA,NA,NA,19370573,2367237,5241310,26.38,57.29,561,"1","0",12249.07,131017,171487,0,162505,35004
"323",2021,13,"Metropolitana de Santiago",131,"Santiago",13112,"La Pintana",30.47,4,NA,NA,NA,NA,23820264,2203128,4357443,33.42,46.3,474,"1","0",6088.65,137778,188748,0,177335,14562
"324",2021,13,"Metropolitana de Santiago",134,"Maipo",13403,"Calera de Tango",73.22,1.5,NA,NA,NA,NA,1278785,2501144,4415696,32.63,40,154,"1","1",382.37,21081,27913,13847,11545,2595
"325",2021,13,"Metropolitana de Santiago",132,"Cordillera",13201,"Puente Alto",88.39,3.75,NA,NA,NA,NA,65864676,14316533,20006591,26.71,41.5,913,"1","1",7156.17,470584,629743,12,568094,150177
"326",2021,13,"Metropolitana de Santiago",136,"Talagante",13601,"Talagante",125.23,3.5,NA,NA,NA,NA,5842987,3220793,4400844,NA,NA,771,"1","1",638.8,60236,80489,15028,59209,14491
"327",2021,13,"Metropolitana de Santiago",134,"Maipo",13402,"Buin",217.03,8,NA,NA,NA,NA,3269228,6305530,10066754,26.25,41.88,NA,"1","1",499.93,79393,106986,13703,82911,21253
"328",2021,13,"Metropolitana de Santiago",134,"Maipo",13401,"San Bernardo",153.85,3.75,NA,NA,NA,NA,19786933,19512403,28379722,26.15,48.1,2903,"1","1",2123.36,242313,329121,5065,296248,66842
"329",2021,13,"Metropolitana de Santiago",136,"Talagante",13604,"Padre Hurtado",80.64,3,NA,NA,NA,NA,4217461,3146800,4750824,36.31,53.5,291,"1","1",887.06,53302,71852,7522,55728,16542
"330",2021,13,"Metropolitana de Santiago",136,"Talagante",13605,"Peñaflor",69.42,3.5,NA,NA,NA,NA,7518017,3224236,4827397,21.66,45.1,634,"1","1",1436.84,73720,99142,7137,83064,21061
"331",2021,13,"Metropolitana de Santiago",136,"Talagante",13602,"El Monte",115.97,3,NA,NA,NA,NA,3076118,1578560,2968972,20,45.71,232,"1","0",333.02,29096,39296,5878,30045,5288
"332",2021,5,"Valparaíso",58,"Marga Marga",5802,"Limache",294.88,3.5,NA,NA,NA,NA,5434217,1544769,3086696,26.53,39.8,819,"1","1",167.64,37546,49285,6952,39169,10905
"333",2021,5,"Valparaíso",51,"Valparaíso",5109,"Viña del Mar",120.56,8.25,NA,NA,NA,NA,8678867,34696261,80217933,22.53,42.22,5207,"1","1",2928.1,286285,357228,0,334248,109946
"334",2021,5,"Valparaíso",58,"Marga Marga",5804,"Villa Alemana",96.37,7.75,NA,NA,NA,NA,12599609,2539161,5430907,NA,NA,NA,NA,NA,1409.39,104433,136711,1221,125327,36996
"335",2021,5,"Valparaíso",55,"Quillota",5501,"Quillota",301.24,3.75,NA,NA,NA,NA,7965524,3473393,6293159,29.57,47.85,426,"1","1",318.91,73669,96310,12186,78331,23131
"336",2021,16,"Ñuble",161,"Diguillín",16103,"Chillán Viejo",262.61,4,NA,NA,NA,NA,3388952,1085652,1661972,34.33,44.78,455,"1","1",114.01,24463,33291,3498,27409,NA
"337",2021,8,"Biobío",81,"Concepción",8111,"Tomé",494.32,2.75,NA,NA,NA,NA,9990046,1660908,2412705,26.63,39.13,776,"1","1",118.21,45585,58516,5406,49540,12914
"338",2021,8,"Biobío",81,"Concepción",8107,"Penco",108.38,3.75,NA,NA,NA,NA,5296108,2053726,2839520,34.78,43.48,381,"1","0",460.19,38171,49700,467,46900,10506
"339",2021,8,"Biobío",81,"Concepción",8101,"Concepción",220.2,4.75,NA,NA,NA,NA,5785955,22929677,33286337,41.72,35.23,1828,"1","1",1068.73,193317,237257,4517,219057,77744
"340",2021,8,"Biobío",81,"Concepción",8103,"Chiguayante",71.4,3.5,NA,NA,NA,NA,9647041,3415777,5178076,39.16,51.75,321,"1","1",1261.32,70036,90815,75,85863,24578
"341",2021,8,"Biobío",81,"Concepción",8112,"Hualpén",53.77,3.25,NA,NA,NA,NA,7074481,5010089,6514972,39.13,37.5,1075,"1","0",1794.33,75571,96894,788,90985,14290
"342",2021,8,"Biobío",81,"Concepción",8108,"San Pedro de la Paz",112.86,NA,NA,NA,NA,NA,5681227,9155604,12736732,42.45,46.23,295,"1","1",1269.54,105729,143458,124,131684,42502
"343",2021,8,"Biobío",81,"Concepción",8105,"Hualqui",535.85,4,NA,NA,NA,NA,4456392,643941,869063,NA,NA,NA,"0","0",48.96,19514,25997,3444,20889,4189
"344",2021,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12103,"Río Verde",9147.57,4.25,NA,NA,NA,NA,1126748,281551,751515,45,20,9,"1","0",0.01,195,213,617,0,2
"345",2021,5,"Valparaíso",51,"Valparaíso",5103,"Concón",76.93,4,NA,NA,NA,NA,1832898,8591457,11264656,40.74,48.15,394,"1","1",593.7,34682,45121,2743,39409,16696
