"id","year","cut_reg","region","cut_prov","province","cut_com","commune","area","egi","egi_std","ta","dai","sae"
"28",2019,4,"Coquimbo",41,"Elqui",4103,"Andacollo",514.2,3,NA,NA,NA,NA
"29",2019,4,"Coquimbo",41,"Elqui",4104,"La Higuera",4165.74,2,NA,NA,NA,NA
"30",2019,4,"Coquimbo",41,"Elqui",4105,"Paiguano",1513.94,3.5,NA,NA,NA,NA
"31",2019,4,"Coquimbo",41,"Elqui",4106,"Vicuña",7579.04,4.5,NA,NA,NA,NA
"32",2019,4,"Coquimbo",42,"Choapa",4201,"Illapel",2629.06,2.75,NA,NA,NA,NA
"33",2019,4,"Coquimbo",42,"Choapa",4202,"Canela",2196.81,3,NA,NA,NA,NA
"34",2019,4,"Coquimbo",42,"Choapa",4203,"Los Vilos",1859.5,4.5,NA,NA,NA,NA
"35",2019,4,"Coquimbo",42,"Choapa",4204,"Salamanca",3445.76,NA,NA,NA,NA,NA
"36",2019,4,"Coquimbo",43,"Limarí",4301,"Ovalle",3546.21,6,NA,NA,NA,NA
"37",2019,4,"Coquimbo",43,"Limarí",4302,"Combarbalá",2296.04,4.75,NA,NA,NA,NA
"38",2019,4,"Coquimbo",43,"Limarí",4303,"Monte Patria",4211.35,6,NA,NA,NA,NA
"39",2019,4,"Coquimbo",43,"Limarí",4304,"Punitaqui",1092.42,4.25,NA,NA,NA,NA
"40",2019,4,"Coquimbo",43,"Limarí",4305,"Río Hurtado",2204.5,5,NA,NA,NA,NA
"41",2019,5,"Valparaíso",51,"Valparaíso",5101,"Valparaíso",310.87,6.25,NA,NA,NA,NA
"42",2019,5,"Valparaíso",51,"Valparaíso",5102,"Casablanca",954.63,2,NA,NA,NA,NA
"43",2019,5,"Valparaíso",51,"Valparaíso",5104,"Juan Fernández",110.55,2.5,NA,NA,NA,NA
"44",2019,5,"Valparaíso",51,"Valparaíso",5105,"Puchuncaví",299.68,5.5,NA,NA,NA,NA
"45",2019,5,"Valparaíso",51,"Valparaíso",5107,"Quintero",146.06,5,NA,NA,NA,NA
"46",2019,5,"Valparaíso",52,"Isla de Pascua",5201,"Isla de Pascua",163.83,2,NA,NA,NA,NA
"47",2019,5,"Valparaíso",53,"Los Andes",5301,"Los Andes",1233.75,6.5,NA,NA,NA,NA
"48",2019,5,"Valparaíso",53,"Los Andes",5302,"Calle Larga",321.23,6,NA,NA,NA,NA
"49",2019,5,"Valparaíso",53,"Los Andes",5303,"Rinconada",122.82,4.5,NA,NA,NA,NA
"50",2019,5,"Valparaíso",53,"Los Andes",5304,"San Esteban",1374.51,6.75,NA,NA,NA,NA
"51",2019,5,"Valparaíso",54,"Petorca",5401,"La Ligua",1163.02,4.5,NA,NA,NA,NA
"52",2019,5,"Valparaíso",54,"Petorca",5402,"Cabildo",1455.15,5,NA,NA,NA,NA
"53",2019,5,"Valparaíso",54,"Petorca",5403,"Papudo",167.12,5.75,NA,NA,NA,NA
"54",2019,5,"Valparaíso",54,"Petorca",5404,"Petorca",1515.74,5,NA,NA,NA,NA
"55",2019,5,"Valparaíso",54,"Petorca",5405,"Zapallar",288.27,4,NA,NA,NA,NA
"56",2019,5,"Valparaíso",55,"Quillota",5502,"Calera",59.97,5,NA,NA,NA,NA
"57",2019,5,"Valparaíso",55,"Quillota",5503,"Hijuelas",268.15,4,NA,NA,NA,NA
"58",2019,5,"Valparaíso",55,"Quillota",5504,"La Cruz",77.86,4.25,NA,NA,NA,NA
"59",2019,5,"Valparaíso",55,"Quillota",5506,"Nogales",405.49,4,NA,NA,NA,NA
"60",2019,5,"Valparaíso",56,"San Antonio",5601,"San Antonio",400.04,7.75,NA,NA,NA,NA
"61",2019,5,"Valparaíso",56,"San Antonio",5602,"Algarrobo",176.3,7.5,NA,NA,NA,NA
"62",2019,5,"Valparaíso",56,"San Antonio",5603,"Cartagena",243.86,2.25,NA,NA,NA,NA
"63",2019,5,"Valparaíso",56,"San Antonio",5604,"El Quisco",51.64,9,NA,NA,NA,NA
"64",2019,5,"Valparaíso",56,"San Antonio",5605,"El Tabo",99.58,5.5,NA,NA,NA,NA
"65",2019,5,"Valparaíso",56,"San Antonio",5606,"Santo Domingo",536.92,8,NA,NA,NA,NA
"66",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5701,"San Felipe",186.82,7.5,NA,NA,NA,NA
"67",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5702,"Catemu",361.85,6.5,NA,NA,NA,NA
"68",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5703,"Llaillay",348.83,2.5,NA,NA,NA,NA
"69",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5704,"Panquehue",121.26,6,NA,NA,NA,NA
"70",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5705,"Putaendo",1451.23,2.5,NA,NA,NA,NA
"71",2019,5,"Valparaíso",57,"San Felipe de Aconcagua",5706,"Santa María",165.71,4,NA,NA,NA,NA
"72",2019,5,"Valparaíso",58,"Marga Marga",5801,"Quilpué",536.48,6.25,NA,NA,NA,NA
"73",2019,5,"Valparaíso",58,"Marga Marga",5803,"Olmué",231.32,7.25,NA,NA,NA,NA
"74",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6101,"Rancagua",260.94,5.25,NA,NA,NA,NA
"75",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6102,"Codegua",284.17,4.25,NA,NA,NA,NA
"76",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6103,"Coinco",97.34,4.75,NA,NA,NA,NA
"77",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6104,"Coltauco",222.02,4.75,NA,NA,NA,NA
"78",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6105,"Doñihue",80.47,4.5,NA,NA,NA,NA
"79",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6106,"Graneros",112.45,5.5,NA,NA,NA,NA
"80",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6107,"Las Cabras",751.28,5.75,NA,NA,NA,NA
"81",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6108,"Machalí",2593.18,6.5,NA,NA,NA,NA
"82",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6109,"Malloa",220.65,NA,NA,NA,NA,NA
"83",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6110,"Mostazal",525.72,5.25,NA,NA,NA,NA
"84",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6111,"Olivar",44.22,4.5,NA,NA,NA,NA
"85",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6112,"Peumo",155.15,4.75,NA,NA,NA,NA
"86",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6113,"Pichidegua",319.47,1,NA,NA,NA,NA
"87",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6114,"Quinta de Tilcoco",86.75,3.25,NA,NA,NA,NA
"88",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6115,"Rengo",585.04,4.25,NA,NA,NA,NA
"89",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6116,"Requínoa",677.18,5.75,NA,NA,NA,NA
"90",2019,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6117,"San Vicente",484.76,3.25,NA,NA,NA,NA
"91",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6201,"Pichilemu",715.89,6.25,NA,NA,NA,NA
"92",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6202,"La Estrella",431.44,3,NA,NA,NA,NA
"93",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6203,"Litueche",613.64,6,NA,NA,NA,NA
"94",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6204,"Marchihue",657.65,6.5,NA,NA,NA,NA
"95",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6205,"Navidad",301.4,5,NA,NA,NA,NA
"96",2019,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6206,"Paredones",572.51,6.75,NA,NA,NA,NA
"97",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6301,"San Fernando",2321.18,5,NA,NA,NA,NA
"98",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6302,"Chépica",477.33,1.75,NA,NA,NA,NA
"99",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6303,"Chimbarongo",509.03,6.25,NA,NA,NA,NA
"100",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6304,"Lolol",596.92,5.5,NA,NA,NA,NA
"101",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6305,"Nancagua",151.21,4.5,NA,NA,NA,NA
"102",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6306,"Palmilla",235.79,5.25,NA,NA,NA,NA
"103",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6307,"Peralillo",283.03,4.5,NA,NA,NA,NA
"104",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6308,"Placilla",144.4,4.75,NA,NA,NA,NA
"105",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6309,"Pumanque",441.31,4.5,NA,NA,NA,NA
"106",2019,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6310,"Santa Cruz",393.53,1.75,NA,NA,NA,NA
"107",2019,7,"Maule",71,"Talca",7101,"Talca",232.05,5,NA,NA,NA,NA
"108",2019,7,"Maule",71,"Talca",7102,"Constitución",1339.62,1.75,NA,NA,NA,NA
"109",2019,7,"Maule",71,"Talca",7103,"Curepto",1070.81,2.75,NA,NA,NA,NA
"110",2019,7,"Maule",71,"Talca",7104,"Empedrado",565.5,4.75,NA,NA,NA,NA
"111",2019,7,"Maule",71,"Talca",7105,"Maule",243.05,6.75,NA,NA,NA,NA
"112",2019,7,"Maule",71,"Talca",7106,"Pelarco",330.93,6.5,NA,NA,NA,NA
"113",2019,7,"Maule",71,"Talca",7107,"Pencahue",956.23,4,NA,NA,NA,NA
"114",2019,7,"Maule",71,"Talca",7108,"Río Claro",434.71,5.5,NA,NA,NA,NA
"115",2019,7,"Maule",71,"Talca",7109,"San Clemente",4500.58,4.5,NA,NA,NA,NA
"116",2019,7,"Maule",71,"Talca",7110,"San Rafael",261.97,3.5,NA,NA,NA,NA
"117",2019,7,"Maule",72,"Cauquenes",7201,"Cauquenes",2126.16,NA,NA,NA,NA,NA
"118",2019,7,"Maule",72,"Cauquenes",7202,"Chanco",528.01,4,NA,NA,NA,NA
"119",2019,7,"Maule",72,"Cauquenes",7203,"Pelluhue",369.56,6,NA,NA,NA,NA
"120",2019,7,"Maule",73,"Curicó",7301,"Curicó",1334.33,5.5,NA,NA,NA,NA
"121",2019,7,"Maule",73,"Curicó",7302,"Hualañé",629.36,4.75,NA,NA,NA,NA
"122",2019,7,"Maule",73,"Curicó",7303,"Licantén",273.01,5.75,NA,NA,NA,NA
"123",2019,7,"Maule",73,"Curicó",7304,"Molina",1516.82,7.5,NA,NA,NA,NA
"124",2019,7,"Maule",73,"Curicó",7305,"Rauco",306.73,5,NA,NA,NA,NA
"125",2019,7,"Maule",73,"Curicó",7306,"Romeral",1602.87,6,NA,NA,NA,NA
"126",2019,7,"Maule",73,"Curicó",7307,"Sagrada Familia",554.88,4,NA,NA,NA,NA
"127",2019,7,"Maule",73,"Curicó",7308,"Teno",618.52,7,NA,NA,NA,NA
"128",2019,7,"Maule",73,"Curicó",7309,"Vichuquén",452,3.75,NA,NA,NA,NA
"129",2019,7,"Maule",74,"Linares",7401,"Linares",1466.62,5.25,NA,NA,NA,NA
"130",2019,7,"Maule",74,"Linares",7402,"Colbún",2926.88,4,NA,NA,NA,NA
"131",2019,7,"Maule",74,"Linares",7403,"Longaví",1453.37,5.25,NA,NA,NA,NA
"132",2019,7,"Maule",74,"Linares",7404,"Parral",1638.81,5.5,NA,NA,NA,NA
"133",2019,7,"Maule",74,"Linares",7405,"Retiro",827.42,1.75,NA,NA,NA,NA
"134",2019,7,"Maule",74,"Linares",7406,"San Javier",1312.57,4.75,NA,NA,NA,NA
"135",2019,7,"Maule",74,"Linares",7407,"Villa Alegre",188.67,1.75,NA,NA,NA,NA
"136",2019,7,"Maule",74,"Linares",7408,"Yerbas Buenas",259.03,3,NA,NA,NA,NA
"137",2019,8,"Biobío",81,"Concepción",8102,"Coronel",281.27,3.25,NA,NA,NA,NA
"138",2019,8,"Biobío",81,"Concepción",8104,"Florida",605.89,2,NA,NA,NA,NA
"139",2019,8,"Biobío",81,"Concepción",8106,"Lota",114.69,2,NA,NA,NA,NA
"140",2019,8,"Biobío",81,"Concepción",8109,"Santa Juana",777.43,4,NA,NA,NA,NA
"141",2019,8,"Biobío",81,"Concepción",8110,"Talcahuano",92.55,6.25,NA,NA,NA,NA
"142",2019,8,"Biobío",82,"Arauco",8201,"Lebu",564.34,2,NA,NA,NA,NA
"143",2019,8,"Biobío",82,"Arauco",8202,"Arauco",959.62,5.5,NA,NA,NA,NA
"144",2019,8,"Biobío",82,"Arauco",8203,"Cañete",1088.57,5.25,NA,NA,NA,NA
"145",2019,8,"Biobío",82,"Arauco",8204,"Contulmo",638.95,4.25,NA,NA,NA,NA
"146",2019,8,"Biobío",82,"Arauco",8205,"Curanilahue",1002.76,4.5,NA,NA,NA,NA
"147",2019,8,"Biobío",82,"Arauco",8206,"Los Alamos",600.38,1.75,NA,NA,NA,NA
"148",2019,8,"Biobío",82,"Arauco",8207,"Tirúa",626.54,NA,NA,NA,NA,NA
"149",2019,8,"Biobío",83,"Biobío",8301,"Los Angeles",1749.02,6,NA,NA,NA,NA
"150",2019,8,"Biobío",83,"Biobío",8302,"Antuco",1957.43,3,NA,NA,NA,NA
"151",2019,8,"Biobío",83,"Biobío",8303,"Cabrero",657.03,4.75,NA,NA,NA,NA
"152",2019,8,"Biobío",83,"Biobío",8304,"Laja",345.18,4.5,NA,NA,NA,NA
"153",2019,8,"Biobío",83,"Biobío",8305,"Mulchén",1922.24,3.75,NA,NA,NA,NA
"154",2019,8,"Biobío",83,"Biobío",8306,"Nacimiento",904.52,1.5,NA,NA,NA,NA
"155",2019,8,"Biobío",83,"Biobío",8307,"Negrete",155.33,3.75,NA,NA,NA,NA
"156",2019,8,"Biobío",83,"Biobío",8308,"Quilaco",1124.64,1.75,NA,NA,NA,NA
"157",2019,8,"Biobío",83,"Biobío",8309,"Quilleco",1118.68,5.75,NA,NA,NA,NA
"158",2019,8,"Biobío",83,"Biobío",8310,"San Rosendo",94.45,3.75,NA,NA,NA,NA
"159",2019,8,"Biobío",83,"Biobío",8311,"Santa Bárbara",1251.76,5,NA,NA,NA,NA
"160",2019,8,"Biobío",83,"Biobío",8312,"Tucapel",914.28,4.75,NA,NA,NA,NA
"161",2019,8,"Biobío",83,"Biobío",8313,"Yumbel",727.1,6.25,NA,NA,NA,NA
"162",2019,8,"Biobío",83,"Biobío",8314,"Alto Biobío",2124.77,4,NA,NA,NA,NA
"163",2019,9,"La Araucanía",91,"Cautín",9101,"Temuco",466.89,7.5,NA,NA,NA,NA
"164",2019,9,"La Araucanía",91,"Cautín",9102,"Carahue",1336.81,4.5,NA,NA,NA,NA
"165",2019,9,"La Araucanía",91,"Cautín",9103,"Cunco",1890.34,NA,NA,NA,NA,NA
"166",2019,9,"La Araucanía",91,"Cautín",9104,"Curarrehue",1167.15,2.25,NA,NA,NA,NA
"167",2019,9,"La Araucanía",91,"Cautín",9105,"Freire",870.08,4.75,NA,NA,NA,NA
"168",2019,9,"La Araucanía",91,"Cautín",9106,"Galvarino",567.86,3.75,NA,NA,NA,NA
"169",2019,9,"La Araucanía",91,"Cautín",9107,"Gorbea",690.43,4,NA,NA,NA,NA
"170",2019,9,"La Araucanía",91,"Cautín",9108,"Lautaro",906.29,3.75,NA,NA,NA,NA
"171",2019,9,"La Araucanía",91,"Cautín",9109,"Loncoche",971.27,4.5,NA,NA,NA,NA
"172",2019,9,"La Araucanía",91,"Cautín",9110,"Melipeuco",1107.69,2,NA,NA,NA,NA
"173",2019,9,"La Araucanía",91,"Cautín",9111,"Nueva Imperial",730.73,2.25,NA,NA,NA,NA
"174",2019,9,"La Araucanía",91,"Cautín",9112,"Padre Las Casas",463.83,3,NA,NA,NA,NA
"175",2019,9,"La Araucanía",91,"Cautín",9113,"Perquenco",331.03,5.25,NA,NA,NA,NA
"176",2019,9,"La Araucanía",91,"Cautín",9114,"Pitrufquén",583.25,6,NA,NA,NA,NA
"177",2019,9,"La Araucanía",91,"Cautín",9115,"Pucón",1248.06,5,NA,NA,NA,NA
"178",2019,9,"La Araucanía",91,"Cautín",9116,"Saavedra",398.35,6.75,NA,NA,NA,NA
"179",2019,9,"La Araucanía",91,"Cautín",9117,"Teodoro Schmidt",656.17,3.75,NA,NA,NA,NA
"180",2019,9,"La Araucanía",91,"Cautín",9118,"Toltén",851.8,4.75,NA,NA,NA,NA
"181",2019,9,"La Araucanía",91,"Cautín",9119,"Vilcún",1416.48,6,NA,NA,NA,NA
"182",2019,9,"La Araucanía",91,"Cautín",9120,"Villarrica",1292.66,6.5,NA,NA,NA,NA
"183",2019,9,"La Araucanía",91,"Cautín",9121,"Cholchol",427.14,2.75,NA,NA,NA,NA
"184",2019,9,"La Araucanía",92,"Malleco",9201,"Angol",1197.32,5.25,NA,NA,NA,NA
"185",2019,9,"La Araucanía",92,"Malleco",9202,"Collipulli",1306.73,5,NA,NA,NA,NA
"186",2019,9,"La Araucanía",92,"Malleco",9203,"Curacautín",1658.66,3.75,NA,NA,NA,NA
"187",2019,9,"La Araucanía",92,"Malleco",9204,"Ercilla",498.91,2.5,NA,NA,NA,NA
"188",2019,9,"La Araucanía",92,"Malleco",9205,"Lonquimay",3928.81,3.5,NA,NA,NA,NA
"189",2019,9,"La Araucanía",92,"Malleco",9206,"Los Sauces",848.07,4.25,NA,NA,NA,NA
"190",2019,9,"La Araucanía",92,"Malleco",9207,"Lumaco",1109.98,2.5,NA,NA,NA,NA
"191",2019,9,"La Araucanía",92,"Malleco",9208,"Purén",463.96,1.75,NA,NA,NA,NA
"192",2019,9,"La Araucanía",92,"Malleco",9209,"Renaico",265.49,NA,NA,NA,NA,NA
"193",2019,9,"La Araucanía",92,"Malleco",9210,"Traiguén",897.07,3.75,NA,NA,NA,NA
"194",2019,9,"La Araucanía",92,"Malleco",9211,"Victoria",1262.59,3.5,NA,NA,NA,NA
"195",2019,10,"Los Lagos",101,"Llanquihue",10101,"Puerto Montt",1670.35,7,NA,NA,NA,NA
"196",2019,10,"Los Lagos",101,"Llanquihue",10102,"Calbuco",587.38,4.75,NA,NA,NA,NA
"197",2019,10,"Los Lagos",101,"Llanquihue",10103,"Cochamó",3981.1,5.25,NA,NA,NA,NA
"198",2019,10,"Los Lagos",101,"Llanquihue",10104,"Fresia",1275.62,3,NA,NA,NA,NA
"199",2019,10,"Los Lagos",101,"Llanquihue",10105,"Frutillar",828.25,4,NA,NA,NA,NA
"200",2019,10,"Los Lagos",101,"Llanquihue",10106,"Los Muermos",1229.62,6,NA,NA,NA,NA
"201",2019,10,"Los Lagos",101,"Llanquihue",10107,"Llanquihue",433.02,4.5,NA,NA,NA,NA
"202",2019,10,"Los Lagos",101,"Llanquihue",10108,"Maullín",822.95,1.5,NA,NA,NA,NA
"203",2019,10,"Los Lagos",101,"Llanquihue",10109,"Puerto Varas",4028.8,5,NA,NA,NA,NA
"204",2019,10,"Los Lagos",102,"Chiloé",10201,"Castro",471.38,5.5,NA,NA,NA,NA
"205",2019,10,"Los Lagos",102,"Chiloé",10202,"Ancud",1754.07,4.5,NA,NA,NA,NA
"206",2019,10,"Los Lagos",102,"Chiloé",10203,"Chonchi",1361.08,4.5,NA,NA,NA,NA
"207",2019,10,"Los Lagos",102,"Chiloé",10204,"Curaco de Vélez",79.85,3.75,NA,NA,NA,NA
"208",2019,10,"Los Lagos",102,"Chiloé",10205,"Dalcahue",1229.21,3.75,NA,NA,NA,NA
"209",2019,10,"Los Lagos",102,"Chiloé",10206,"Puqueldón",96.58,3,NA,NA,NA,NA
"210",2019,10,"Los Lagos",102,"Chiloé",10207,"Queilén",330.88,5.75,NA,NA,NA,NA
"211",2019,10,"Los Lagos",102,"Chiloé",10208,"Quellón",3360.3,2,NA,NA,NA,NA
"212",2019,10,"Los Lagos",102,"Chiloé",10209,"Quemchi",438.3,2,NA,NA,NA,NA
"213",2019,10,"Los Lagos",102,"Chiloé",10210,"Quinchao",158.73,2,NA,NA,NA,NA
"214",2019,10,"Los Lagos",103,"Osorno",10301,"Osorno",954.57,4.75,NA,NA,NA,NA
"215",2019,10,"Los Lagos",103,"Osorno",10302,"Puerto Octay",1793.82,5,NA,NA,NA,NA
"216",2019,10,"Los Lagos",103,"Osorno",10303,"Purranque",1451.58,5,NA,NA,NA,NA
"217",2019,10,"Los Lagos",103,"Osorno",10304,"Puyehue",1635.28,2.75,NA,NA,NA,NA
"218",2019,10,"Los Lagos",103,"Osorno",10305,"Río Negro",1281.02,2.25,NA,NA,NA,NA
"219",2019,10,"Los Lagos",103,"Osorno",10306,"San Juan de la Costa",1506.02,2,NA,NA,NA,NA
"220",2019,10,"Los Lagos",103,"Osorno",10307,"San Pablo",629.94,2.25,NA,NA,NA,NA
"221",2019,10,"Los Lagos",104,"Palena",10401,"Chaitén",8256.01,2.25,NA,NA,NA,NA
"222",2019,10,"Los Lagos",104,"Palena",10402,"Futaleufú",1236.22,2.75,NA,NA,NA,NA
"223",2019,10,"Los Lagos",104,"Palena",10403,"Hualaihué",2834.53,5.75,NA,NA,NA,NA
"224",2019,10,"Los Lagos",104,"Palena",10404,"Palena",2656.01,3,NA,NA,NA,NA
"225",2019,11,"Aysén del General Carlos Ibáñez del Campo",111,"Coihaique",11101,"Coihaique",7280.46,6.25,NA,NA,NA,NA
"226",2019,11,"Aysén del General Carlos Ibáñez del Campo",111,"Coihaique",11102,"Lago Verde",5440.42,5,NA,NA,NA,NA
"227",2019,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11201,"Aisén",29879.3,5.75,NA,NA,NA,NA
"228",2019,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11202,"Cisnes",15418.3,4.5,NA,NA,NA,NA
"229",2019,11,"Aysén del General Carlos Ibáñez del Campo",112,"Aisén",11203,"Guaitecas",631.38,4.5,NA,NA,NA,NA
"230",2019,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11301,"Cochrane",8629.21,2.75,NA,NA,NA,NA
"231",2019,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11302,"O'Higgins",7781.76,2.75,NA,NA,NA,NA
"232",2019,11,"Aysén del General Carlos Ibáñez del Campo",113,"Capitán Prat",11303,"Tortel",19977.3,2.75,NA,NA,NA,NA
"233",2019,11,"Aysén del General Carlos Ibáñez del Campo",114,"General Carrera",11401,"Chile Chico",5739.01,8,NA,NA,NA,NA
"234",2019,11,"Aysén del General Carlos Ibáñez del Campo",114,"General Carrera",11402,"Río Ibáñez",6019.41,1.75,NA,NA,NA,NA
"235",2019,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12101,"Punta Arenas",17771.4,1.25,NA,NA,NA,NA
"236",2019,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12102,"Laguna Blanca",3567.32,5,NA,NA,NA,NA
"237",2019,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12104,"San Gregorio",6706.74,1.75,NA,NA,NA,NA
"238",2019,12,"Magallanes y de la Antártica Chilena",122,"Antártica Chilena",12201,"Cabo de Hornos",15720.3,6,NA,NA,NA,NA
"239",2019,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12301,"Porvenir",7457.05,5,NA,NA,NA,NA
"240",2019,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12302,"Primavera",3946.46,1.75,NA,NA,NA,NA
"241",2019,12,"Magallanes y de la Antártica Chilena",123,"Tierra del Fuego",12303,"Timaukel",11011.8,2.75,NA,NA,NA,NA
"242",2019,12,"Magallanes y de la Antártica Chilena",124,"Última Esperanza",12401,"Natales",48938.2,6.5,NA,NA,NA,NA
"243",2019,12,"Magallanes y de la Antártica Chilena",124,"Última Esperanza",12402,"Torres del Paine",6215.16,5,NA,NA,NA,NA
"244",2019,13,"Metropolitana de Santiago",131,"Santiago",13115,"Lo Barnechea",1023.61,7.25,NA,NA,NA,NA
"245",2019,13,"Metropolitana de Santiago",132,"Cordillera",13202,"Pirque",444.71,5,NA,NA,NA,NA
