"id","year","cut_reg","region","cut_prov","province","cut_com","commune","area","egi","egi_std","ta","dai","sae"
"246",2019,13,"Metropolitana de Santiago",132,"Cordillera",13203,"San José de Maipo",4982.37,6,NA,NA,NA,NA
"247",2019,13,"Metropolitana de Santiago",134,"Maipo",13404,"Paine",677.52,4.25,NA,NA,NA,NA
"248",2019,13,"Metropolitana de Santiago",135,"Melipilla",13501,"Melipilla",1352.65,6.25,NA,NA,NA,NA
"249",2019,13,"Metropolitana de Santiago",135,"Melipilla",13502,"Alhué",844.43,4.5,NA,NA,NA,NA
"250",2019,13,"Metropolitana de Santiago",135,"Melipilla",13503,"Curacaví",694.1,6.25,NA,NA,NA,NA
"251",2019,13,"Metropolitana de Santiago",135,"Melipilla",13504,"María Pinto",394.3,7.25,NA,NA,NA,NA
"252",2019,13,"Metropolitana de Santiago",135,"Melipilla",13505,"San Pedro",793.11,3.75,NA,NA,NA,NA
"253",2019,13,"Metropolitana de Santiago",136,"Talagante",13603,"Isla de Maipo",189.62,4.25,NA,NA,NA,NA
"254",2019,14,"Los Ríos",141,"Valdivia",14101,"Valdivia",1018.32,6,NA,NA,NA,NA
"255",2019,14,"Los Ríos",141,"Valdivia",14102,"Corral",729.42,5.75,NA,NA,NA,NA
"256",2019,14,"Los Ríos",141,"Valdivia",14103,"Lanco",533.04,6.25,NA,NA,NA,NA
"257",2019,14,"Los Ríos",141,"Valdivia",14104,"Los Lagos",1788.82,6.75,NA,NA,NA,NA
"258",2019,14,"Los Ríos",141,"Valdivia",14105,"Máfil",579.15,6,NA,NA,NA,NA
"259",2019,14,"Los Ríos",141,"Valdivia",14106,"Mariquina",1319.22,4.75,NA,NA,NA,NA
"260",2019,14,"Los Ríos",141,"Valdivia",14107,"Paillaco",901.57,4,NA,NA,NA,NA
"261",2019,14,"Los Ríos",141,"Valdivia",14108,"Panguipulli",3297.47,6.5,NA,NA,NA,NA
"262",2019,14,"Los Ríos",142,"Ranco",14201,"La Unión",2131.24,2.75,NA,NA,NA,NA
"263",2019,14,"Los Ríos",142,"Ranco",14202,"Futrono",2090.51,3.5,NA,NA,NA,NA
"264",2019,14,"Los Ríos",142,"Ranco",14203,"Lago Ranco",1763.14,5.75,NA,NA,NA,NA
"265",2019,14,"Los Ríos",142,"Ranco",14204,"Río Bueno",2172.28,3.75,NA,NA,NA,NA
"266",2019,15,"Arica y Parinacota",151,"Arica",15101,"Arica",4799.66,5.5,NA,NA,NA,NA
"267",2019,15,"Arica y Parinacota",151,"Arica",15102,"Camarones",3922.22,3.75,NA,NA,NA,NA
"268",2019,15,"Arica y Parinacota",152,"Parinacota",15201,"Putre",5885.18,2.75,NA,NA,NA,NA
"269",2019,15,"Arica y Parinacota",152,"Parinacota",15202,"General Lagos",2257.22,2.5,NA,NA,NA,NA
"270",2019,16,"Ñuble",161,"Diguillín",16101,"Chillán",477.58,5.75,NA,NA,NA,NA
"271",2019,16,"Ñuble",161,"Diguillín",16102,"Bulnes",426.4,2.5,NA,NA,NA,NA
"272",2019,16,"Ñuble",161,"Diguillín",16104,"El Carmen",666.04,3.25,NA,NA,NA,NA
"273",2019,16,"Ñuble",161,"Diguillín",16105,"Pemuco",563.26,NA,NA,NA,NA,NA
"274",2019,16,"Ñuble",161,"Diguillín",16106,"Pinto",1102.7,4.75,NA,NA,NA,NA
"275",2019,16,"Ñuble",161,"Diguillín",16107,"Quillón",406.52,0.75,NA,NA,NA,NA
"276",2019,16,"Ñuble",161,"Diguillín",16108,"San Ignacio",363.25,3.5,NA,NA,NA,NA
"277",2019,16,"Ñuble",161,"Diguillín",16109,"Yungay",824.72,4,NA,NA,NA,NA
"278",2019,16,"Ñuble",162,"Itata",16201,"Quirihue",589.85,4,NA,NA,NA,NA
"279",2019,16,"Ñuble",162,"Itata",16202,"Cobquecura",569.21,2.75,NA,NA,NA,NA
"280",2019,16,"Ñuble",162,"Itata",16203,"Coelemu",342.32,6,NA,NA,NA,NA
"281",2019,16,"Ñuble",162,"Itata",16204,"Ninhue",403.19,2,NA,NA,NA,NA
"282",2019,16,"Ñuble",162,"Itata",16205,"Portezuelo",289.24,4.5,NA,NA,NA,NA
"283",2019,16,"Ñuble",162,"Itata",16206,"Ranquil",247.42,1.75,NA,NA,NA,NA
"284",2019,16,"Ñuble",162,"Itata",16207,"Treguaco",313,0.25,NA,NA,NA,NA
"285",2019,16,"Ñuble",163,"Punilla",16301,"San Carlos",877.81,5,NA,NA,NA,NA
"286",2019,16,"Ñuble",163,"Punilla",16302,"Coihueco",1771.65,4,NA,NA,NA,NA
"287",2019,16,"Ñuble",163,"Punilla",16303,"Ñiquén",492.34,NA,NA,NA,NA,NA
"288",2019,16,"Ñuble",163,"Punilla",16304,"San Fabián",1541.59,5,NA,NA,NA,NA
"289",2019,16,"Ñuble",163,"Punilla",16305,"San Nicolás",565.94,3.25,NA,NA,NA,NA
"290",2019,13,"Metropolitana de Santiago",133,"Chacabuco",13303,"Tiltil",654.65,1.75,NA,NA,NA,NA
"291",2019,13,"Metropolitana de Santiago",133,"Chacabuco",13301,"Colina",970.86,7.75,NA,NA,NA,NA
"292",2019,13,"Metropolitana de Santiago",133,"Chacabuco",13302,"Lampa",449.52,6.25,NA,NA,NA,NA
"293",2019,13,"Metropolitana de Santiago",131,"Santiago",13125,"Quilicura",57.32,6,NA,NA,NA,NA
"294",2019,13,"Metropolitana de Santiago",131,"Santiago",13124,"Pudahuel",198.57,7.75,NA,NA,NA,NA
"295",2019,13,"Metropolitana de Santiago",131,"Santiago",13103,"Cerro Navia",11.05,5.75,NA,NA,NA,NA
"296",2019,13,"Metropolitana de Santiago",131,"Santiago",13128,"Renca",23.68,6.25,NA,NA,NA,NA
"297",2019,13,"Metropolitana de Santiago",131,"Santiago",13126,"Quinta Normal",11.8,6.75,NA,NA,NA,NA
"298",2019,13,"Metropolitana de Santiago",131,"Santiago",13107,"Huechuraba",44.98,5.25,NA,NA,NA,NA
"299",2019,13,"Metropolitana de Santiago",131,"Santiago",13104,"Conchalí",10.94,6,NA,NA,NA,NA
"300",2019,13,"Metropolitana de Santiago",131,"Santiago",13108,"Independencia",7.35,5.75,NA,NA,NA,NA
"301",2019,13,"Metropolitana de Santiago",131,"Santiago",13127,"Recoleta",15.61,8.5,NA,NA,NA,NA
"302",2019,13,"Metropolitana de Santiago",131,"Santiago",13132,"Vitacura",28.59,9,NA,NA,NA,NA
"303",2019,13,"Metropolitana de Santiago",131,"Santiago",13123,"Providencia",14.44,6.25,NA,NA,NA,NA
"304",2019,13,"Metropolitana de Santiago",131,"Santiago",13114,"Las Condes",99.06,9,NA,NA,NA,NA
"305",2019,13,"Metropolitana de Santiago",131,"Santiago",13120,"Ñuñoa",16.89,5.5,NA,NA,NA,NA
"306",2019,13,"Metropolitana de Santiago",131,"Santiago",13101,"Santiago",23.18,7.5,NA,NA,NA,NA
"307",2019,13,"Metropolitana de Santiago",131,"Santiago",13117,"Lo Prado",6.54,6.25,NA,NA,NA,NA
"308",2019,13,"Metropolitana de Santiago",131,"Santiago",13106,"Estación Central",14.37,5.75,NA,NA,NA,NA
"309",2019,13,"Metropolitana de Santiago",131,"Santiago",13119,"Maipú",136.8,5.25,NA,NA,NA,NA
"310",2019,13,"Metropolitana de Santiago",131,"Santiago",13121,"Pedro Aguirre Cerda",8.73,6,NA,NA,NA,NA
"311",2019,13,"Metropolitana de Santiago",131,"Santiago",13102,"Cerrillos",16.82,5.25,NA,NA,NA,NA
"312",2019,13,"Metropolitana de Santiago",131,"Santiago",13130,"San Miguel",9.63,5.25,NA,NA,NA,NA
"313",2019,13,"Metropolitana de Santiago",131,"Santiago",13129,"San Joaquín",9.94,3,NA,NA,NA,NA
"314",2019,13,"Metropolitana de Santiago",131,"Santiago",13118,"Macul",12.81,4.75,NA,NA,NA,NA
"315",2019,13,"Metropolitana de Santiago",131,"Santiago",13113,"La Reina",23.39,5.25,NA,NA,NA,NA
"316",2019,13,"Metropolitana de Santiago",131,"Santiago",13122,"Peñalolén",53.89,7.25,NA,NA,NA,NA
"317",2019,13,"Metropolitana de Santiago",131,"Santiago",13116,"Lo Espejo",8.25,4.75,NA,NA,NA,NA
"318",2019,13,"Metropolitana de Santiago",131,"Santiago",13109,"La Cisterna",10.01,5.25,NA,NA,NA,NA
"319",2019,13,"Metropolitana de Santiago",131,"Santiago",13111,"La Granja",10.05,7.25,NA,NA,NA,NA
"320",2019,13,"Metropolitana de Santiago",131,"Santiago",13131,"San Ramón",6.31,5.5,NA,NA,NA,NA
"321",2019,13,"Metropolitana de Santiago",131,"Santiago",13110,"La Florida",71.04,5.75,NA,NA,NA,NA
"322",2019,13,"Metropolitana de Santiago",131,"Santiago",13105,"El Bosque",14.25,7.25,NA,NA,NA,NA
"323",2019,13,"Metropolitana de Santiago",131,"Santiago",13112,"La Pintana",30.47,6.5,NA,NA,NA,NA
"324",2019,13,"Metropolitana de Santiago",134,"Maipo",13403,"Calera de Tango",73.22,3.5,NA,NA,NA,NA
"325",2019,13,"Metropolitana de Santiago",132,"Cordillera",13201,"Puente Alto",88.39,6,NA,NA,NA,NA
"326",2019,13,"Metropolitana de Santiago",136,"Talagante",13601,"Talagante",125.23,4,NA,NA,NA,NA
"327",2019,13,"Metropolitana de Santiago",134,"Maipo",13402,"Buin",217.03,4.5,NA,NA,NA,NA
"328",2019,13,"Metropolitana de Santiago",134,"Maipo",13401,"San Bernardo",153.85,5.25,NA,NA,NA,NA
"329",2019,13,"Metropolitana de Santiago",136,"Talagante",13604,"Padre Hurtado",80.64,7.25,NA,NA,NA,NA
"330",2019,13,"Metropolitana de Santiago",136,"Talagante",13605,"Peñaflor",69.42,6.5,NA,NA,NA,NA
"331",2019,13,"Metropolitana de Santiago",136,"Talagante",13602,"El Monte",115.97,1.75,NA,NA,NA,NA
"332",2019,5,"Valparaíso",58,"Marga Marga",5802,"Limache",294.88,5.5,NA,NA,NA,NA
"333",2019,5,"Valparaíso",51,"Valparaíso",5109,"Viña del Mar",120.56,6.75,NA,NA,NA,NA
"334",2019,5,"Valparaíso",58,"Marga Marga",5804,"Villa Alemana",96.37,7,NA,NA,NA,NA
"335",2019,5,"Valparaíso",55,"Quillota",5501,"Quillota",301.24,5.5,NA,NA,NA,NA
"336",2019,16,"Ñuble",161,"Diguillín",16103,"Chillán Viejo",262.61,3.25,NA,NA,NA,NA
"337",2019,8,"Biobío",81,"Concepción",8111,"Tomé",494.32,6,NA,NA,NA,NA
"338",2019,8,"Biobío",81,"Concepción",8107,"Penco",108.38,6,NA,NA,NA,NA
"339",2019,8,"Biobío",81,"Concepción",8101,"Concepción",220.2,6.5,NA,NA,NA,NA
"340",2019,8,"Biobío",81,"Concepción",8103,"Chiguayante",71.4,2.25,NA,NA,NA,NA
"341",2019,8,"Biobío",81,"Concepción",8112,"Hualpén",53.77,5.25,NA,NA,NA,NA
"342",2019,8,"Biobío",81,"Concepción",8108,"San Pedro de la Paz",112.86,3,NA,NA,NA,NA
"343",2019,8,"Biobío",81,"Concepción",8105,"Hualqui",535.85,2,NA,NA,NA,NA
"344",2019,12,"Magallanes y de la Antártica Chilena",121,"Magallanes",12103,"Río Verde",9147.57,2.5,NA,NA,NA,NA
"345",2019,5,"Valparaíso",51,"Valparaíso",5103,"Concón",76.93,6.5,NA,NA,NA,NA
